cell,suite,dataset,model,category,instance_idx,completion_chars,format_valid,is_complete,is_on_task,is_garbled,quality_1_5,rationale
mops:model=z-ai_glm-4.6v,modal_phase1c_n50,mops,z-ai/glm-4.6v,open_judge,1,287,True,True,True,False,5,"Concise, coherent sentence capturing all elements: theme, conflict, twist, and alliance."
mops:model=z-ai_glm-4.6v,modal_phase1c_n50,mops,z-ai/glm-4.6v,open_judge,2,232,True,True,True,False,5,"Concise, coherent sentence capturing all elements including the twist. Fluent and creative."
outline_to_story:model=nvidia_nemotron-nano-12b-v2-vl,modal_phase1c_n50,outline_to_story,nvidia/nemotron-nano-12b-v2-vl,open_reference,0,2764,True,True,True,False,4,"Coherent multi-paragraph story follows outline events, fluent and engaging, with minor awkward phrasing."
outline_to_story:model=nvidia_nemotron-nano-12b-v2-vl,modal_phase1c_n50,outline_to_story,nvidia/nemotron-nano-12b-v2-vl,open_reference,1,2160,True,True,True,False,3,"Follows outline with one paragraph per event, but coherence weakens; some details inconsistent with prompt's premise."
outline_to_story:model=nvidia_nemotron-nano-12b-v2-vl,modal_phase1c_n50,outline_to_story,nvidia/nemotron-nano-12b-v2-vl,open_reference,2,4009,True,True,True,False,4,"Follows outline with one paragraph per event, coherent and fluent, but slightly deviates from original prompt tone."
c3_crosstalk:model=anthropic_claude-3.7-sonnet,modal_phase1c_n50,c3_crosstalk,anthropic/claude-3.7-sonnet,open_reference,0,237,True,True,True,False,5,"Fluent, coherent dialogue continuation that cleverly resolves the prompt's setup with logical humor and natural flow."
c3_crosstalk:model=anthropic_claude-3.7-sonnet,modal_phase1c_n50,c3_crosstalk,anthropic/claude-3.7-sonnet,open_reference,1,401,True,True,True,False,5,"Fluently continues the crosstalk style, maintains humor, character voices, and prompt engagement with natural progression."
c3_crosstalk:model=anthropic_claude-3.7-sonnet,modal_phase1c_n50,c3_crosstalk,anthropic/claude-3.7-sonnet,open_reference,2,244,True,True,True,False,4,"Coherent crosstalk continuation with humor, natural dialogue, and proper structure. Slightly short but complete."
ocw:model=mistralai_ministral-8b-2512,modal_phase1c_n50,ocw,mistralai/ministral-8b-2512,open_reference,0,234,True,True,True,False,3,"Response is formatted correctly and on task, but grouping appears arbitrary and likely incorrect for the puzzle."
ocw:model=mistralai_ministral-8b-2512,modal_phase1c_n50,ocw,mistralai/ministral-8b-2512,open_reference,1,235,True,True,True,False,4,"Response correctly groups clues into four groups of four, matches requested format, and is coherent."
ocw:model=mistralai_ministral-8b-2512,modal_phase1c_n50,ocw,mistralai/ministral-8b-2512,open_reference,2,333,True,True,True,False,4,"Response correctly groups clues into four groups of four, matching format. One group connection is slightly off."
creative_process_aut_brick:model=deepseek_deepseek-chat-v3-0324,modal_phase1c_n50,creative_process_aut_brick,deepseek/deepseek-chat-v3-0324,open_reference,0,456,True,False,True,False,4,Format is correct but response is truncated; missing closing bracket and final item.
creative_process_aut_brick:model=deepseek_deepseek-chat-v3-0324,modal_phase1c_n50,creative_process_aut_brick,deepseek/deepseek-chat-v3-0324,open_reference,1,659,True,True,True,False,5,"Response follows format exactly, provides 30 creative uses, all on-topic and coherent."
creative_process_aut_brick:model=deepseek_deepseek-chat-v3-0324,modal_phase1c_n50,creative_process_aut_brick,deepseek/deepseek-chat-v3-0324,open_reference,2,430,True,False,True,False,4,"Format matches request but response is truncated mid-list, missing closing bracket."
metaphor_generation:model=bytedance-seed_seed-2.0-mini,modal_phase1c_n50,metaphor_generation,bytedance-seed/seed-2.0-mini,open_reference,0,51,True,True,True,False,5,"Fluent, coherent metaphor preserving meaning. 'Tug-of-war' vividly captures the struggle implied by 'wrestled'."
metaphor_generation:model=bytedance-seed_seed-2.0-mini,modal_phase1c_n50,metaphor_generation,bytedance-seed/seed-2.0-mini,open_reference,1,57,True,True,True,False,5,"Output is a single metaphorical sentence preserving meaning, fluent, and vivid. Perfectly meets prompt requirements."
metaphor_generation:model=bytedance-seed_seed-2.0-mini,modal_phase1c_n50,metaphor_generation,bytedance-seed/seed-2.0-mini,open_reference,2,81,True,True,True,False,5,"Output is a single metaphorical sentence preserving meaning, fluent, and evocative. Excellent metaphor."
llm4biohypogen_gpt35_unseen:model=microsoft_phi-4,modal_phase1c_n50,llm4biohypogen_gpt35_unseen,microsoft/phi-4,open_reference,0,1128,True,True,True,False,4,"Response is fluent, coherent, and on-task. It generates three plausible hypotheses matching the background and example format."
llm4biohypogen_gpt35_unseen:model=microsoft_phi-4,modal_phase1c_n50,llm4biohypogen_gpt35_unseen,microsoft/phi-4,open_reference,1,808,True,True,True,False,4,"Response is fluent, coherent, and on-task. It generates three plausible hypotheses integrating the background points."
llm4biohypogen_gpt35_unseen:model=microsoft_phi-4,modal_phase1c_n50,llm4biohypogen_gpt35_unseen,microsoft/phi-4,open_reference,2,1332,True,True,True,False,4,"Response is a well-structured list of hypotheses that directly engage the background, is fluent and coherent."
llm4biohypogen_gpt35_unseen:model=meta-llama_llama-3.2-11b-vision-instruct,modal_phase1c_n50,llm4biohypogen_gpt35_unseen,meta-llama/llama-3.2-11b-vision-instruct,open_reference,0,497,True,True,True,False,4,"Response follows the requested hypothesis format, is coherent, on-topic, and plausible given the background."
llm4biohypogen_gpt35_unseen:model=meta-llama_llama-3.2-11b-vision-instruct,modal_phase1c_n50,llm4biohypogen_gpt35_unseen,meta-llama/llama-3.2-11b-vision-instruct,open_reference,1,227,True,True,True,False,4,"Response is on-task, fluent, and coherent. It proposes a plausible hypothesis linking apoptosis, nerve signals, and blastema formation."
llm4biohypogen_gpt35_unseen:model=meta-llama_llama-3.2-11b-vision-instruct,modal_phase1c_n50,llm4biohypogen_gpt35_unseen,meta-llama/llama-3.2-11b-vision-instruct,open_reference,2,684,True,True,True,False,5,"Response is fluent, coherent, and on-task. It provides three plausible, well-structured hypotheses directly engaging the background."
poetmt:model=x-ai_grok-4-fast,modal_phase1c_n50,poetmt,x-ai/grok-4-fast,open_judge,0,725,True,True,True,False,4,"Faithful poetic translation, maintains imagery and tone, fluent and coherent."
poetmt:model=x-ai_grok-4-fast,modal_phase1c_n50,poetmt,x-ai/grok-4-fast,open_judge,1,469,True,True,True,False,4,"Faithful poetic translation, maintains imagery and melancholy tone, minor stiffness in phrasing."
poetmt:model=x-ai_grok-4-fast,modal_phase1c_n50,poetmt,x-ai/grok-4-fast,open_judge,2,897,True,True,True,False,4,"Creative, fluent translation preserving imagery and emotion; minor rhythm inconsistencies but strong overall."
aidanbench:model=nvidia_nemotron-nano-9b-v2,modal_phase1c_n50,aidanbench,nvidia/nemotron-nano-9b-v2,open_judge,0,139,True,True,True,False,3,"On-task and clear, but generic; lacks creativity or depth expected for an open-ended solution."
aidanbench:model=nvidia_nemotron-nano-9b-v2,modal_phase1c_n50,aidanbench,nvidia/nemotron-nano-9b-v2,open_judge,1,22,True,True,True,False,3,"Concise, on-task answer but lacks creativity or elaboration expected for open-ended rubric."
aidanbench:model=nvidia_nemotron-nano-9b-v2,modal_phase1c_n50,aidanbench,nvidia/nemotron-nano-9b-v2,open_judge,2,227,True,True,True,False,3,"Describes a plausible silicon-based life form, concise and on-task, but lacks creative depth or novelty."
thenextchapter:model=z-ai_glm-5v-turbo,modal_phase1c_n50,thenextchapter,z-ai/glm-5v-turbo,open_judge,0,461,True,True,True,False,4,Creative continuation with conflict resolution and emotional nuance; fluent and coherent.
thenextchapter:model=z-ai_glm-5v-turbo,modal_phase1c_n50,thenextchapter,z-ai/glm-5v-turbo,open_judge,1,504,True,True,True,False,5,"Creative, vivid continuation with humor and character detail; fully meets the prompt's goal."
thenextchapter:model=z-ai_glm-5v-turbo,modal_phase1c_n50,thenextchapter,z-ai/glm-5v-turbo,open_judge,2,316,True,True,True,False,4,"Creative, vivid continuation with emotional depth and anticipation. Slightly generic but well-crafted."
showerthoughts:model=cohere_command-r7b-12-2024,modal_phase1c_n50,showerthoughts,cohere/command-r7b-12-2024,open_judge,0,94,True,True,True,False,4,"Clever, creative twist on Ghost in the Shell, relatable to showering, concise and funny."
showerthoughts:model=cohere_command-r7b-12-2024,modal_phase1c_n50,showerthoughts,cohere/command-r7b-12-2024,open_judge,1,141,True,True,True,False,4,"Clever, relatable showerthought with humor and mundane connection. Slightly predictable but well-executed."
showerthoughts:model=cohere_command-r7b-12-2024,modal_phase1c_n50,showerthoughts,cohere/command-r7b-12-2024,open_judge,2,83,True,True,True,False,4,"Clever, relatable analogy between car wash and spa day; concise and funny."
llm4biohypogen_gpt4_seen:model=anthropic_claude-sonnet-4.5,modal_phase1c_n50,llm4biohypogen_gpt4_seen,anthropic/claude-sonnet-4.5,open_reference,0,712,True,True,True,False,5,"Response is fluent, coherent, on-task, and provides three well-reasoned hypotheses directly engaging the background."
llm4biohypogen_gpt4_seen:model=anthropic_claude-sonnet-4.5,modal_phase1c_n50,llm4biohypogen_gpt4_seen,anthropic/claude-sonnet-4.5,open_reference,1,492,True,True,True,False,5,"Response is fluent, coherent, on-task, and follows the requested hypothesis format with three plausible points."
llm4biohypogen_gpt4_seen:model=anthropic_claude-sonnet-4.5,modal_phase1c_n50,llm4biohypogen_gpt4_seen,anthropic/claude-sonnet-4.5,open_reference,2,558,True,True,True,False,4,"Response is fluent, coherent, and on-task. Hypotheses are plausible and well-structured, though slightly generic."
pun_eval:model=amazon_nova-premier-v1,modal_phase1c_n50,pun_eval,amazon/nova-premier-v1,open_judge,0,329,True,True,True,False,4,"Clever pun using 'draw from the herd' for both meanings, but explanation included unnecessarily."
pun_eval:model=amazon_nova-premier-v1,modal_phase1c_n50,pun_eval,amazon/nova-premier-v1,open_judge,1,294,True,True,True,False,4,"Clever pun using both meanings, but uses 'groundnut' which is from meaning 1, violating the no-word-from-meanings rule."
pun_eval:model=amazon_nova-premier-v1,modal_phase1c_n50,pun_eval,amazon/nova-premier-v1,open_judge,2,426,True,True,True,False,4,"Clever pun using 'phase' implied through sync and disappear. Creative, fluent, and follows constraints."
graphrag_bench:model=cohere_command-r7b-12-2024,modal_phase1c_n50,graphrag_bench,cohere/command-r7b-12-2024,open_judge,0,1129,True,True,True,False,4,"Creative diary entry faithful to context, coherent, and engaging. Slightly generic but well-structured."
graphrag_bench:model=cohere_command-r7b-12-2024,modal_phase1c_n50,graphrag_bench,cohere/command-r7b-12-2024,open_judge,1,836,True,True,True,False,4,"Faithful to context, well-structured, covers key findings, treatments, and follow-up. Slightly clinical but clear."
graphrag_bench:model=cohere_command-r7b-12-2024,modal_phase1c_n50,graphrag_bench,cohere/command-r7b-12-2024,open_judge,2,1184,True,True,True,False,4,"Well-structured discharge summary, faithful to context, clear and complete. Minor lack of formal header details."
humor_transfer:model=anthropic_claude-sonnet-4.5,modal_phase1c_n50,humor_transfer,anthropic/claude-sonnet-4.5,mcq_accuracy,0,25,True,True,True,False,,"Contains parseable label 'FUNNY' matching expected format, complete, on-task."
humor_transfer:model=anthropic_claude-sonnet-4.5,modal_phase1c_n50,humor_transfer,anthropic/claude-sonnet-4.5,mcq_accuracy,1,28,True,True,True,False,,Contains parseable label 'Funny' for the humor classification task.
humor_transfer:model=anthropic_claude-sonnet-4.5,modal_phase1c_n50,humor_transfer,anthropic/claude-sonnet-4.5,mcq_accuracy,2,25,True,True,True,False,,"Contains parseable label 'FUNNY' matching expected format, complete, on-task."
amuse_chord_generation:model=meta-llama_llama-4-maverick,modal_phase1c_n50,amuse_chord_generation,meta-llama/llama-4-maverick,open_reference,0,603,True,True,True,False,4,"30 progressions, 4 chords each, in C Maj. Uses sus, maj7, maj9, fitting Gregorian/Chillout. Diverse but lacks modal mixture."
amuse_chord_generation:model=meta-llama_llama-4-maverick,modal_phase1c_n50,amuse_chord_generation,meta-llama/llama-4-maverick,open_reference,1,522,True,True,True,False,3,Progressions are valid and on-task but lack sinister feel; mostly standard jazz with limited chromaticism or tension.
amuse_chord_generation:model=meta-llama_llama-4-maverick,modal_phase1c_n50,amuse_chord_generation,meta-llama/llama-4-maverick,open_reference,2,781,True,True,True,False,3,"Progressions are diverse and follow format, but many repeat, reducing creativity and coherence with Middle Eastern style."
ocw_connections:model=anthropic_claude-sonnet-4.5,modal_phase1c_n50,ocw_connections,anthropic/claude-sonnet-4.5,mcq_accuracy,0,343,True,True,True,False,,"Response provides four groups with connections in expected format, no cut-off or refusal."
ocw_connections:model=anthropic_claude-sonnet-4.5,modal_phase1c_n50,ocw_connections,anthropic/claude-sonnet-4.5,mcq_accuracy,1,306,True,True,True,False,,Response provides parseable connections for each group as requested.
ocw_connections:model=anthropic_claude-sonnet-4.5,modal_phase1c_n50,ocw_connections,anthropic/claude-sonnet-4.5,mcq_accuracy,2,1366,False,True,True,False,,No parseable 'Connection:' labels for each group; answer is speculative and incomplete.
thenextchapter:model=cohere_command-r-08-2024,modal_phase1c_n50,thenextchapter,cohere/command-r-08-2024,open_judge,0,568,True,True,True,False,4,"Creative continuation with empathy and resolution; fluent and coherent, slightly predictable."
thenextchapter:model=cohere_command-r-08-2024,modal_phase1c_n50,thenextchapter,cohere/command-r-08-2024,open_judge,1,655,True,True,True,False,4,"Engaging continuation with vivid details, festive tone, and clear narrative flow. Slightly generic but effective."
thenextchapter:model=cohere_command-r-08-2024,modal_phase1c_n50,thenextchapter,cohere/command-r-08-2024,open_judge,2,414,True,True,True,False,4,"Creative continuation with vivid imagery and emotional depth, fully engaging the prompt's goal."
ss_gen:model=openai_gpt-4o,modal_phase1c_n50,ss_gen,openai/gpt-4o,open_judge,0,1318,True,True,True,False,5,"Meets all criteria: concise, positive, supportive, promotes independence, and fits word count."
ss_gen:model=openai_gpt-4o,modal_phase1c_n50,ss_gen,openai/gpt-4o,open_judge,1,1376,True,True,True,False,4,"Clear, supportive social story meeting length and tone; promotes understanding and confidence."
ss_gen:model=openai_gpt-4o,modal_phase1c_n50,ss_gen,openai/gpt-4o,open_judge,2,1466,True,True,True,False,5,"Clear, supportive social story with actionable steps, positive tone, and appropriate length for target audience."
pun_eval:model=anthropic_claude-opus-4.7,modal_phase1c_n50,pun_eval,anthropic/claude-opus-4.7,open_judge,0,56,True,True,False,False,2,Response is in correct JSON format but fails to convey both meanings of 'bait' simultaneously.
pun_eval:model=anthropic_claude-opus-4.7,modal_phase1c_n50,pun_eval,anthropic/claude-opus-4.7,open_judge,1,71,True,True,True,False,4,Clever pun using both meanings of 'remote' without extra words from definitions. Fluent and on-task.
pun_eval:model=anthropic_claude-opus-4.7,modal_phase1c_n50,pun_eval,anthropic/claude-opus-4.7,open_judge,2,106,True,True,True,False,4,"Clever pun using 'copse' as both thicket and police, meeting all constraints with good humor."
pron_vs_prompt:model=baidu_ernie-4.5-300b-a47b,modal_phase1c_n50,pron_vs_prompt,baidu/ernie-4.5-300b-a47b,mcq_accuracy,0,4421,False,True,True,False,,No parseable short answer label; expected MCQ accuracy but response is a full synopsis.
pron_vs_prompt:model=baidu_ernie-4.5-300b-a47b,modal_phase1c_n50,pron_vs_prompt,baidu/ernie-4.5-300b-a47b,mcq_accuracy,1,3369,False,True,True,False,,"No parseable short answer label; expected a single letter or category, not a synopsis."
pron_vs_prompt:model=baidu_ernie-4.5-300b-a47b,modal_phase1c_n50,pron_vs_prompt,baidu/ernie-4.5-300b-a47b,mcq_accuracy,2,4101,False,True,True,False,,"No parseable short answer label; expected a single letter or category, not a synopsis."
poetmt:model=deepseek_deepseek-chat-v3.1,modal_phase1c_n50,poetmt,deepseek/deepseek-chat-v3.1,open_judge,0,674,True,True,True,False,4,"Creative translation preserving poetic imagery and emotion, though slightly literal in places."
poetmt:model=deepseek_deepseek-chat-v3.1,modal_phase1c_n50,poetmt,deepseek/deepseek-chat-v3.1,open_judge,1,358,True,True,True,False,5,"Excellent poetic translation preserving imagery, emotion, and structure; creative and fluent."
poetmt:model=deepseek_deepseek-chat-v3.1,modal_phase1c_n50,poetmt,deepseek/deepseek-chat-v3.1,open_judge,2,807,True,True,True,False,4,"Creative translation preserving imagery and emotion, fluent and coherent, with minor rhythmic inconsistencies."
balderdash:model=qwen_qwen3-8b,modal_phase1c_n50,balderdash,qwen/qwen3-8b,mcq_accuracy,0,205,True,True,True,False,,"Response is a single, complete fake dictionary definition in formal style, on task."
balderdash:model=qwen_qwen3-8b,modal_phase1c_n50,balderdash,qwen/qwen3-8b,mcq_accuracy,1,170,True,True,True,False,,"Response is a single, formal dictionary-style definition for the given word, on task."
balderdash:model=qwen_qwen3-8b,modal_phase1c_n50,balderdash,qwen/qwen3-8b,mcq_accuracy,2,267,True,True,True,False,,"Provides a single, formal dictionary-style definition as requested."
pron_vs_prompt:model=qwen_qwen3-8b,modal_phase1c_n50,pron_vs_prompt,qwen/qwen3-8b,mcq_accuracy,0,3664,False,True,True,False,,"No parseable short answer label; response is a creative synopsis, not a multiple-choice answer."
pron_vs_prompt:model=qwen_qwen3-8b,modal_phase1c_n50,pron_vs_prompt,qwen/qwen3-8b,mcq_accuracy,1,3966,False,True,True,False,,No parseable short answer label; expected MCQ accuracy format missing.
pron_vs_prompt:model=qwen_qwen3-8b,modal_phase1c_n50,pron_vs_prompt,qwen/qwen3-8b,mcq_accuracy,2,3840,False,True,True,False,,"No parseable short answer label; expected a single letter or category, not a full synopsis."
science_analogies:model=z-ai_glm-5v-turbo,modal_phase1c_n50,science_analogies,z-ai/glm-5v-turbo,open_reference,0,111,True,False,True,False,1,Response starts an analogy but is truncated mid-sentence; incomplete.
science_analogies:model=z-ai_glm-5v-turbo,modal_phase1c_n50,science_analogies,z-ai/glm-5v-turbo,open_reference,1,39,True,False,False,False,1,Response is truncated; it only introduces the analogy without providing any explanation.
science_analogies:model=z-ai_glm-5v-turbo,modal_phase1c_n50,science_analogies,z-ai/glm-5v-turbo,open_reference,2,65,True,False,True,False,1,"Response begins an analogy but is truncated mid-sentence, failing to complete the explanation."
grapheval_ai_researcher:model=mistralai_pixtral-large-2411,modal_phase1c_n50,grapheval_ai_researcher,mistralai/pixtral-large-2411,open_reference,0,41,True,True,True,False,4,"Response follows required format, is complete, on-task, and coherent. Score aligns with typical poster acceptance."
grapheval_ai_researcher:model=mistralai_pixtral-large-2411,modal_phase1c_n50,grapheval_ai_researcher,mistralai/pixtral-large-2411,open_reference,1,41,True,True,True,False,4,"Response follows required format, is complete, on-task, and coherent. Score and decision align with rubric."
grapheval_ai_researcher:model=mistralai_pixtral-large-2411,modal_phase1c_n50,grapheval_ai_researcher,mistralai/pixtral-large-2411,open_reference,2,41,True,True,True,False,4,"Response follows required format, is complete, on-task, and coherent. Score and decision are plausible."
c3_crosstalk:model=z-ai_glm-4.5-air,modal_phase1c_n50,c3_crosstalk,z-ai/glm-4.5-air,open_reference,0,503,True,True,True,False,5,"Fluent, coherent dialogue that humorously extends the crosstalk about contradictions in Peking opera, fully on-task."
c3_crosstalk:model=z-ai_glm-4.5-air,modal_phase1c_n50,c3_crosstalk,z-ai/glm-4.5-air,open_reference,1,412,True,True,True,False,5,"Fluent, coherent, humorous crosstalk continuation with proper structure and engaging punchline."
c3_crosstalk:model=z-ai_glm-4.5-air,modal_phase1c_n50,c3_crosstalk,z-ai/glm-4.5-air,open_reference,2,344,True,True,True,False,4,续写符合相声捧逗风格，对话流畅幽默，紧扣京戏话题，完成约10句要求。
lcc_metaphor:model=xiaomi_mimo-v2.5,modal_phase1c_n50,lcc_metaphor,xiaomi/mimo-v2.5,mcq_accuracy,0,2,True,True,True,False,,"Single token 'No' matches expected format, complete, on-task, not garbled."
lcc_metaphor:model=xiaomi_mimo-v2.5,modal_phase1c_n50,lcc_metaphor,xiaomi/mimo-v2.5,mcq_accuracy,1,3,True,True,True,False,,"Single token 'No.' matches expected format, complete, on-task, not garbled."
lcc_metaphor:model=xiaomi_mimo-v2.5,modal_phase1c_n50,lcc_metaphor,xiaomi/mimo-v2.5,mcq_accuracy,2,2,True,True,True,False,,"Response is a single valid label 'No', complete and directly answers the question."
metaphor_generation:model=moonshotai_kimi-k2.6,modal_phase1c_n50,metaphor_generation,moonshotai/kimi-k2.6,open_reference,0,60,True,True,True,False,5,"Fluent, coherent metaphor replacing 'sink' with 'drown' and adding 'soft embrace' preserves meaning and enhances imagery."
metaphor_generation:model=moonshotai_kimi-k2.6,modal_phase1c_n50,metaphor_generation,moonshotai/kimi-k2.6,open_reference,1,97,True,True,True,False,5,"Output is a single metaphorical sentence preserving meaning, with vivid metaphor and fluent, coherent language."
metaphor_generation:model=moonshotai_kimi-k2.6,modal_phase1c_n50,metaphor_generation,moonshotai/kimi-k2.6,open_reference,2,56,True,True,True,False,5,"Fluent, coherent metaphor that preserves original meaning and replaces 'disintegrates' with a vivid metaphorical verb phrase."
cap_aut:model=tencent_hunyuan-a13b-instruct,modal_phase1c_n50,cap_aut,tencent/hunyuan-a13b-instruct,open_reference,0,669,True,True,True,False,5,"Response lists 6 creative uses in correct semicolon-separated format, no extra text, fluent and on-task."
cap_aut:model=tencent_hunyuan-a13b-instruct,modal_phase1c_n50,cap_aut,tencent/hunyuan-a13b-instruct,open_reference,1,141,True,True,True,False,4,"Response lists 6 creative uses separated by semicolons, on-task, fluent, and coherent. Minor lack of novelty."
cap_aut:model=tencent_hunyuan-a13b-instruct,modal_phase1c_n50,cap_aut,tencent/hunyuan-a13b-instruct,open_reference,2,271,True,True,True,False,4,"Ideas are creative, varied, and follow the requested format. Some uses are common but still valid."
rpgbench:model=anthropic_claude-opus-4.5,modal_phase1c_n50,rpgbench,anthropic/claude-opus-4.5,open_judge,0,14770,True,False,True,False,4,"Excellent creative scenario with rich detail, but response is truncated mid-event."
rpgbench:model=anthropic_claude-opus-4.5,modal_phase1c_n50,rpgbench,anthropic/claude-opus-4.5,open_judge,1,15281,False,False,True,False,3,"Response is truncated mid-event, missing closing brackets. Format invalid due to incomplete JSON."
rpgbench:model=anthropic_claude-opus-4.5,modal_phase1c_n50,rpgbench,anthropic/claude-opus-4.5,open_judge,2,14952,False,False,True,False,4,"Response is creative and on-task but truncated mid-sentence, missing closing JSON brackets and final events."
humor_transfer:model=mistralai_mistral-nemo,modal_phase1c_n50,humor_transfer,mistralai/mistral-nemo,mcq_accuracy,0,28,True,False,True,False,,Answer starts with label but is cut off mid-token.
humor_transfer:model=mistralai_mistral-nemo,modal_phase1c_n50,humor_transfer,mistralai/mistral-nemo,mcq_accuracy,1,31,True,False,True,False,,Starts with label 'Not funny' but cuts off mid-sentence.
humor_transfer:model=mistralai_mistral-nemo,modal_phase1c_n50,humor_transfer,mistralai/mistral-nemo,mcq_accuracy,2,30,True,False,True,False,,Answer starts with 'Not funny' but is cut off mid-sentence.
humor_transfer:model=qwen_qwen3.5-flash-02-23,modal_phase1c_n50,humor_transfer,qwen/qwen3.5-flash-02-23,mcq_accuracy,0,40,False,False,False,True,,"Response is cut off mid-sentence, no parseable label provided."
humor_transfer:model=qwen_qwen3.5-flash-02-23,modal_phase1c_n50,humor_transfer,qwen/qwen3.5-flash-02-23,mcq_accuracy,1,44,False,False,False,True,,"Response is cut off mid-sentence, no parseable label provided."
humor_transfer:model=qwen_qwen3.5-flash-02-23,modal_phase1c_n50,humor_transfer,qwen/qwen3.5-flash-02-23,mcq_accuracy,2,43,False,False,False,True,,"Response is cut off mid-sentence, no parseable label provided."
creative_process_aut_paperclip:model=openai_gpt-4o,modal_phase1c_n50,creative_process_aut_paperclip,openai/gpt-4o,open_reference,0,263,True,False,True,False,4,"Response is on-task and creative, but missing closing bracket, so incomplete."
creative_process_aut_paperclip:model=openai_gpt-4o,modal_phase1c_n50,creative_process_aut_paperclip,openai/gpt-4o,open_reference,1,278,True,False,True,False,4,"Response is on-task and creative, but truncated; missing closing bracket and final phrase."
creative_process_aut_paperclip:model=openai_gpt-4o,modal_phase1c_n50,creative_process_aut_paperclip,openai/gpt-4o,open_reference,2,329,True,True,True,False,5,"Response is a comma-separated list in brackets with 20 short phrases, fully on-task and creative."
llm4biohypogen_gpt4_seen:model=deepseek_deepseek-v3.2-exp,modal_phase1c_n50,llm4biohypogen_gpt4_seen,deepseek/deepseek-v3.2-exp,open_reference,0,721,True,True,True,False,5,"Response is fluent, coherent, on-task, and provides three well-reasoned hypotheses matching the background and format."
llm4biohypogen_gpt4_seen:model=deepseek_deepseek-v3.2-exp,modal_phase1c_n50,llm4biohypogen_gpt4_seen,deepseek/deepseek-v3.2-exp,open_reference,1,531,True,True,True,False,5,"Response is fluent, coherent, on-task, and provides plausible hypotheses based on the background."
llm4biohypogen_gpt4_seen:model=deepseek_deepseek-v3.2-exp,modal_phase1c_n50,llm4biohypogen_gpt4_seen,deepseek/deepseek-v3.2-exp,open_reference,2,389,True,True,True,False,4,"Response is on-task, fluent, coherent, and matches the requested list format. Hypotheses are novel and plausible."
writingbench:model=nvidia_nemotron-3-super-120b-a12b,modal_phase1c_n50,writingbench,nvidia/nemotron-3-super-120b-a12b,open_judge,0,1676,True,True,True,False,5,"Rich sensory detail, vivid process, childhood scenes, and emotional depth fully meet the creative prompt."
writingbench:model=nvidia_nemotron-3-super-120b-a12b,modal_phase1c_n50,writingbench,nvidia/nemotron-3-super-120b-a12b,open_judge,1,3676,True,True,True,False,4,"Well-structured, data-driven analysis with clear problem identification and actionable plans. Minor lack of actual charts."
writingbench:model=nvidia_nemotron-3-super-120b-a12b,modal_phase1c_n50,writingbench,nvidia/nemotron-3-super-120b-a12b,open_judge,2,14826,True,True,True,False,5,"Detailed, practical teaching plan with clear objectives, interactive segments, and deep connection to Analects. Highly creative and on-task."
poetmt:model=nousresearch_hermes-2-pro-llama-3-8b,modal_phase1c_n50,poetmt,nousresearch/hermes-2-pro-llama-3-8b,open_judge,0,208,True,True,True,False,4,"Faithful translation with poetic imagery and flow, though slightly literal in phrasing."
poetmt:model=nousresearch_hermes-2-pro-llama-3-8b,modal_phase1c_n50,poetmt,nousresearch/hermes-2-pro-llama-3-8b,open_judge,1,268,True,True,True,False,4,"Creative translation preserving imagery and emotion, though slightly literal in phrasing."
poetmt:model=nousresearch_hermes-2-pro-llama-3-8b,modal_phase1c_n50,poetmt,nousresearch/hermes-2-pro-llama-3-8b,open_judge,2,283,True,True,True,False,4,"Creative translation with rhyme and imagery, captures original's spirit, minor loss of nuance."
ocw_connections:model=meta-llama_llama-3.1-8b-instruct,modal_phase1c_n50,ocw_connections,meta-llama/llama-3.1-8b-instruct,mcq_accuracy,0,325,True,True,True,False,,"Response provides four group connections in expected format, no cut-off or refusal."
ocw_connections:model=meta-llama_llama-3.1-8b-instruct,modal_phase1c_n50,ocw_connections,meta-llama/llama-3.1-8b-instruct,mcq_accuracy,1,284,False,True,True,False,,No parseable connection per group; only a general note instead of required format.
ocw_connections:model=meta-llama_llama-3.1-8b-instruct,modal_phase1c_n50,ocw_connections,meta-llama/llama-3.1-8b-instruct,mcq_accuracy,2,784,False,True,True,False,,No parseable connection label per group; answer is rambling and not in expected format.
cpers:model=liquid_lfm-2-24b-a2b,modal_phase1c_n50,cpers,liquid/lfm-2-24b-a2b,open_judge,0,101,True,True,True,False,4,"Creative, poetic sentence about despair. Fluent and evocative, slightly abstract but on task."
cpers:model=liquid_lfm-2-24b-a2b,modal_phase1c_n50,cpers,liquid/lfm-2-24b-a2b,open_judge,1,101,True,True,True,False,5,"Eloquent, poetic single sentence capturing despair with vivid imagery and emotional depth."
cpers:model=liquid_lfm-2-24b-a2b,modal_phase1c_n50,cpers,liquid/lfm-2-24b-a2b,open_judge,2,78,True,True,True,False,4,یک جمله ادبی و شاعرانه درباره دلتنگی با تصویرسازی قوی از چای و عزای گذشته.
science_analogies:model=bytedance-seed_seed-1.6,modal_phase1c_n50,science_analogies,bytedance-seed/seed-1.6,open_reference,0,333,True,False,True,False,3,"Response starts an analogy but is truncated mid-sentence, so incomplete. On-task and fluent but not finished."
