model,dataset,dataset_z,score_source,n_score_sources,dq_masked
deepseek/deepseek-v3.1-terminus,grapheval_ai_researcher,0.7786121493921614,raw,1,False
deepseek/deepseek-v3.1-terminus,grapheval_iclr,0.5100839045859193,raw,1,False
deepseek/deepseek-v3.1-terminus,grapheval_review_advisor,0.3451240259537998,raw,1,False
deepseek/deepseek-v3.1-terminus,historical_analogy,0.7536320492785936,raw,1,False
deepseek/deepseek-v3.1-terminus,humor_transfer,0.7920395883251895,raw,1,False
deepseek/deepseek-v3.1-terminus,hypobench,0.1738984008639258,raw,1,False
deepseek/deepseek-v3.1-terminus,lcc_metaphor,0.2070612634549509,raw,1,False
deepseek/deepseek-v3.1-terminus,meta4xnli,0.6116576615247512,raw,1,False
deepseek/deepseek-v3.1-terminus,metaphor_generation,-0.0526333341474039,raw,1,False
deepseek/deepseek-v3.1-terminus,metaphoric_analogies,-0.0488837488684588,raw,1,False
deepseek/deepseek-v3.1-terminus,moh_x,0.3732024839954655,raw,1,False
deepseek/deepseek-v3.1-terminus,munch,0.5854630591913623,raw,1,False
deepseek/deepseek-v3.1-terminus,newyorker_humor,0.2865439686115431,raw,1,False
deepseek/deepseek-v3.1-terminus,nyt_connections,1.2626868749457332,raw,1,False
deepseek/deepseek-v3.1-terminus,ocw,0.6810242559132532,raw,1,False
deepseek/deepseek-v3.1-terminus,ocw_connections,-1.4234603996085164,raw,1,False
deepseek/deepseek-v3.1-terminus,outline_to_story,1.14403702004794,raw,1,False
deepseek/deepseek-v3.1-terminus,permpst,0.0870330836801744,raw,1,False
deepseek/deepseek-v3.1-terminus,poetmt,0.9052243448413986,raw,1,False
deepseek/deepseek-v3.1-terminus,proparalogy,-0.520959617136655,raw,1,False
deepseek/deepseek-v3.1-terminus,puntuguese,0.9352947220943122,raw,1,False
deepseek/deepseek-v3.1-terminus,riddlesense,-0.3539428039199964,raw,1,False
deepseek/deepseek-v3.1-terminus,scar,0.4709614034054434,raw,1,False
deepseek/deepseek-v3.1-terminus,schnovel,-0.8875808939198175,raw,1,False
deepseek/deepseek-v3.1-terminus,science_analogies,0.0817095634394448,raw,1,False
deepseek/deepseek-v3.1-terminus,scimon,0.4090694421215546,raw,1,False
deepseek/deepseek-v3.1-terminus,sdat,0.2225959570115241,raw,1,False
deepseek/deepseek-v3.1-terminus,simile_generation,-0.0212282066583276,raw,1,False
deepseek/deepseek-v3.1-terminus,slang_generation,0.1231934253044471,raw,1,False
deepseek/deepseek-v3.1-terminus,speak_to_structure,0.7687575905186037,raw,1,False
deepseek/deepseek-v3.1-terminus,story_generation_rocstories,-0.8202796911775024,raw,1,False
deepseek/deepseek-v3.1-terminus,story_quality,0.7609928978433508,raw,1,False
deepseek/deepseek-v3.1-terminus,ttcw,0.8505126570677972,raw,1,False
deepseek/deepseek-v3.1-terminus,twistlist,-0.2858234365733551,raw,1,False
deepseek/deepseek-v3.1-terminus,unfun_corpus,0.0529202428050948,raw,1,False
deepseek/deepseek-v3.2,analobench,0.4791157400660885,raw,1,False
deepseek/deepseek-v3.2,arn,0.406257426512578,raw,1,False
deepseek/deepseek-v3.2,brainteaser,0.6961319494739248,raw,1,False
deepseek/deepseek-v3.2,c3_crosstalk,-0.1261840032538499,raw,1,False
deepseek/deepseek-v3.2,chinese_homophonic_puns,0.8397547951365548,raw,1,False
deepseek/deepseek-v3.2,fig_qa,-0.569932482483443,raw,1,False
deepseek/deepseek-v3.2,futuregen,0.5492441006465418,raw,1,False
deepseek/deepseek-v3.2,grapheval_ai_researcher,-0.0289100991032875,raw,1,False
deepseek/deepseek-v3.2,grapheval_iclr,-0.5416003350761576,raw,1,False
deepseek/deepseek-v3.2,grapheval_review_advisor,-0.0783004920089814,raw,1,False
deepseek/deepseek-v3.2,historical_analogy,0.5998073213881313,raw,1,False
deepseek/deepseek-v3.2,humor_transfer,0.8840123117064044,raw,1,False
deepseek/deepseek-v3.2,hypobench,0.2555301944631184,raw,1,False
deepseek/deepseek-v3.2,lcc_metaphor,0.390524807957789,raw,1,False
deepseek/deepseek-v3.2,meta4xnli,0.6077057422085707,raw,1,False
deepseek/deepseek-v3.2,metaphor_generation,-0.1927606943364804,raw,1,False
deepseek/deepseek-v3.2,metaphoric_analogies,0.0970218218391946,raw,1,False
deepseek/deepseek-v3.2,moh_x,0.3096297673784852,raw,1,False
deepseek/deepseek-v3.2,munch,0.9032330426827436,raw,1,False
deepseek/deepseek-v3.2,newyorker_humor,0.4468451123614058,raw,1,False
deepseek/deepseek-v3.2,nyt_connections,1.0548785256677256,raw,1,False
deepseek/deepseek-v3.2,ocw,0.1856537374450267,raw,1,False
deepseek/deepseek-v3.2,ocw_connections,-0.2274036684364972,raw,1,False
deepseek/deepseek-v3.2,outline_to_story,1.0297387071618724,raw,1,False
deepseek/deepseek-v3.2,permpst,-0.2539111393446174,raw,1,False
deepseek/deepseek-v3.2,poetmt,1.165950456806397,raw,1,False
deepseek/deepseek-v3.2,proparalogy,0.0854509351233972,raw,1,False
deepseek/deepseek-v3.2,puntuguese,-0.0375415695051104,raw,1,False
deepseek/deepseek-v3.2,riddlesense,0.2751921871597497,raw,1,False
deepseek/deepseek-v3.2,scar,0.9740677491725576,raw,1,False
deepseek/deepseek-v3.2,schnovel,-0.0665933747727298,raw,1,False
deepseek/deepseek-v3.2,science_analogies,-0.5186386467809105,raw,1,False
deepseek/deepseek-v3.2,scimon,0.4268913222504565,raw,1,False
deepseek/deepseek-v3.2,sdat,0.2046618563691737,raw,1,False
deepseek/deepseek-v3.2,simile_generation,0.515847941642178,raw,1,False
deepseek/deepseek-v3.2,slang_generation,1.2615643433381485,raw,1,False
deepseek/deepseek-v3.2,speak_to_structure,0.5410066558806129,raw,1,False
deepseek/deepseek-v3.2,story_generation_rocstories,-0.8035317030224365,raw,1,False
deepseek/deepseek-v3.2,story_quality,0.8885443587662925,raw,1,False
deepseek/deepseek-v3.2,ttcw,0.4912879561796851,raw,1,False
deepseek/deepseek-v3.2,twistlist,-0.0773513248919704,raw,1,False
deepseek/deepseek-v3.2,unfun_corpus,0.0949027304863054,raw,1,False
deepseek/deepseek-v3.2-exp,analobench,0.824849684718017,raw,1,False
deepseek/deepseek-v3.2-exp,arn,0.406257426512578,raw,1,False
deepseek/deepseek-v3.2-exp,brainteaser,0.7636413586434425,raw,1,False
deepseek/deepseek-v3.2-exp,c3_crosstalk,-0.4197466096607096,raw,1,False
deepseek/deepseek-v3.2-exp,chinese_homophonic_puns,1.1866048185172446,raw,1,False
deepseek/deepseek-v3.2-exp,fig_qa,-0.4470639213246747,raw,1,False
deepseek/deepseek-v3.2-exp,futuregen,0.578434732954536,raw,1,False
deepseek/deepseek-v3.2-exp,grapheval_ai_researcher,-0.0866089969831733,raw,1,False
deepseek/deepseek-v3.2-exp,grapheval_iclr,0.492392287292307,raw,1,False
deepseek/deepseek-v3.2-exp,grapheval_review_advisor,0.341373989901064,raw,1,False
deepseek/deepseek-v3.2-exp,historical_analogy,1.3828159818728478,raw,1,False
deepseek/deepseek-v3.2-exp,humor_transfer,0.8840123117064044,raw,1,False
deepseek/deepseek-v3.2-exp,hypobench,0.1327670823431182,raw,1,False
deepseek/deepseek-v3.2-exp,lcc_metaphor,0.4363906940834984,raw,1,False
deepseek/deepseek-v3.2-exp,meta4xnli,0.7059545743202421,raw,1,False
deepseek/deepseek-v3.2-exp,metaphor_generation,-0.1324650145185493,raw,1,False
deepseek/deepseek-v3.2-exp,metaphoric_analogies,-0.2543099180448459,raw,1,False
deepseek/deepseek-v3.2-exp,moh_x,0.3732024839954655,raw,1,False
deepseek/deepseek-v3.2-exp,munch,0.9023720609695192,raw,1,False
deepseek/deepseek-v3.2-exp,newyorker_humor,0.5269956842363374,raw,1,False
deepseek/deepseek-v3.2-exp,nyt_connections,0.938411216206024,raw,1,False
deepseek/deepseek-v3.2-exp,ocw,-0.5335743688348347,raw,1,False
deepseek/deepseek-v3.2-exp,ocw_connections,-1.1795013333990363,raw,1,False
deepseek/deepseek-v3.2-exp,outline_to_story,1.0401595745821752,raw,1,False
deepseek/deepseek-v3.2-exp,permpst,0.4306294146192634,raw,1,False
deepseek/deepseek-v3.2-exp,poetmt,1.2562188283091176,raw,1,False
deepseek/deepseek-v3.2-exp,proparalogy,0.534509600931195,raw,1,False
deepseek/deepseek-v3.2-exp,puntuguese,0.3942069078352612,raw,1,False
deepseek/deepseek-v3.2-exp,riddlesense,0.6964939873517737,raw,1,False
deepseek/deepseek-v3.2-exp,scar,0.7373033554199895,raw,1,False
deepseek/deepseek-v3.2-exp,schnovel,0.4270981500547,raw,1,False
deepseek/deepseek-v3.2-exp,science_analogies,-0.4830045099515994,raw,1,False
deepseek/deepseek-v3.2-exp,scimon,0.3086693540106831,raw,1,False
deepseek/deepseek-v3.2-exp,sdat,0.2384994384576499,raw,1,False
deepseek/deepseek-v3.2-exp,simile_generation,0.2822059507689908,raw,1,False
deepseek/deepseek-v3.2-exp,slang_generation,0.914045081938028,raw,1,False
deepseek/deepseek-v3.2-exp,speak_to_structure,0.6257877195093611,raw,1,False
deepseek/deepseek-v3.2-exp,story_generation_rocstories,-0.8484392548297476,raw,1,False
deepseek/deepseek-v3.2-exp,story_quality,0.8338794469421746,raw,1,False
deepseek/deepseek-v3.2-exp,ttcw,0.2518048222542769,raw,1,False
deepseek/deepseek-v3.2-exp,twistlist,-0.9110314946278112,raw,1,False
deepseek/deepseek-v3.2-exp,unfun_corpus,0.0419522393068396,raw,1,False
google/gemini-2.5-flash,analobench,0.824849684718017,raw,1,False
google/gemini-2.5-flash,arn,0.5567565488402455,raw,1,False
google/gemini-2.5-flash,brainteaser,0.4732248897844897,raw,1,False
google/gemini-2.5-flash,c3_crosstalk,-0.228767108639517,raw,1,False
google/gemini-2.5-flash,chinese_homophonic_puns,-0.3610203376583324,raw,1,False
google/gemini-2.5-flash,fig_qa,0.1672788844691663,raw,1,False
google/gemini-2.5-flash,futuregen,0.6155581300140168,raw,1,False
google/gemini-2.5-flash,grapheval_ai_researcher,1.0783244362531956,raw,1,False
google/gemini-2.5-flash,grapheval_iclr,0.4462957451544156,raw,1,False
google/gemini-2.5-flash,grapheval_review_advisor,1.2883340495338564,raw,1,False
google/gemini-2.5-flash,historical_analogy,0.6994190315777716,raw,1,False
google/gemini-2.5-flash,humor_transfer,0.8840123117064044,raw,1,False
google/gemini-2.5-flash,hypobench,0.3742737885292639,raw,1,False
google/gemini-2.5-flash,lcc_metaphor,1.0998357015862623,raw,1,False
google/gemini-2.5-flash,meta4xnli,-0.4066965191181463,raw,1,False
google/gemini-2.5-flash,metaphor_generation,0.7521278559276033,raw,1,False
google/gemini-2.5-flash,metaphoric_analogies,2.3595648594054346,raw,1,False
google/gemini-2.5-flash,moh_x,0.7546387836973472,raw,1,False
google/gemini-2.5-flash,munch,0.4270085583022836,raw,1,False
google/gemini-2.5-flash,newyorker_humor,0.5269956842363374,raw,1,False
google/gemini-2.5-flash,nyt_connections,0.1436843002368744,raw,1,False
google/gemini-2.5-flash,ocw,-0.485924721254942,raw,1,False
google/gemini-2.5-flash,ocw_connections,1.1899307355765387,raw,1,False
google/gemini-2.5-flash,outline_to_story,0.9439639132491736,raw,1,False
google/gemini-2.5-flash,permpst,0.6708223737978317,raw,1,False
google/gemini-2.5-flash,poetmt,0.5281381708134462,raw,1,False
google/gemini-2.5-flash,proparalogy,0.7001870797420144,raw,1,False
google/gemini-2.5-flash,puntuguese,0.9352947220943122,raw,1,False
google/gemini-2.5-flash,riddlesense,-0.4710960591481993,raw,1,False
google/gemini-2.5-flash,scar,0.6651887592900417,raw,1,False
google/gemini-2.5-flash,schnovel,0.1863568994753099,raw,1,False
google/gemini-2.5-flash,science_analogies,-0.6433444926918683,raw,1,False
google/gemini-2.5-flash,scimon,1.2675436820527406,raw,1,False
google/gemini-2.5-flash,sdat,0.31330694794454,raw,1,False
google/gemini-2.5-flash,simile_generation,-0.0814272587770561,raw,1,False
google/gemini-2.5-flash,slang_generation,1.0255832886450276,raw,1,False
google/gemini-2.5-flash,speak_to_structure,0.6421151816838288,raw,1,False
google/gemini-2.5-flash,story_generation_rocstories,-0.5903130871994423,raw,1,False
google/gemini-2.5-flash,story_quality,0.305451965975702,raw,1,False
google/gemini-2.5-flash,ttcw,1.1239906342296393,raw,1,False
google/gemini-2.5-flash,twistlist,0.9892818232890198,raw,1,False
google/gemini-2.5-flash,unfun_corpus,-0.5642511086985735,raw,1,False
google/gemma-2-27b-it,analobench,,raw,1,True
google/gemma-2-27b-it,arn,0.1052591818572416,raw,1,False
google/gemma-2-27b-it,brainteaser,0.4488568137903785,raw,1,False
google/gemma-2-27b-it,c3_crosstalk,0.3322169233187149,raw,1,False
google/gemma-2-27b-it,chinese_homophonic_puns,,raw,1,True
google/gemma-2-27b-it,fig_qa,-0.569932482483443,raw,1,False
google/gemma-2-27b-it,futuregen,,raw,1,True
google/gemma-2-27b-it,grapheval_ai_researcher,-0.0891574700061195,raw,1,False
google/gemma-2-27b-it,grapheval_iclr,-0.6823276027543271,raw,1,False
google/gemma-2-27b-it,grapheval_review_advisor,-0.4831724406308729,raw,1,False
google/gemma-2-27b-it,historical_analogy,,raw,1,True
google/gemma-2-27b-it,humor_transfer,,raw,1,True
google/gemma-2-27b-it,hypobench,0.2330991421042587,raw,1,False
google/gemma-2-27b-it,lcc_metaphor,,raw,1,True
google/gemma-2-27b-it,meta4xnli,-0.3050359691584163,raw,1,False
google/gemma-2-27b-it,metaphor_generation,-2.711480449229696,raw,1,False
google/gemma-2-27b-it,metaphoric_analogies,-0.453339898598346,raw,1,False
google/gemma-2-27b-it,moh_x,,raw,1,True
google/gemma-2-27b-it,munch,-1.7913544541448148,raw,1,False
google/gemma-2-27b-it,newyorker_humor,-0.0073414615965385,raw,1,False
google/gemma-2-27b-it,nyt_connections,-0.3671167332740121,raw,1,False
google/gemma-2-27b-it,ocw,-0.6183616903447164,raw,1,False
google/gemma-2-27b-it,ocw_connections,0.6392371668940867,raw,1,False
google/gemma-2-27b-it,outline_to_story,-0.5185806015300338,raw,1,False
google/gemma-2-27b-it,permpst,-1.3077272457663738,raw,1,False
google/gemma-2-27b-it,poetmt,-0.7186658986060619,raw,1,False
google/gemma-2-27b-it,proparalogy,-0.2169362088794942,raw,1,False
google/gemma-2-27b-it,puntuguese,0.3942069078352612,raw,1,False
google/gemma-2-27b-it,riddlesense,0.5042249149630912,raw,1,False
google/gemma-2-27b-it,scar,-0.3490278254205974,raw,1,False
google/gemma-2-27b-it,schnovel,-0.2952564715412561,raw,1,False
google/gemma-2-27b-it,science_analogies,,raw,1,True
google/gemma-2-27b-it,scimon,,raw,1,True
google/gemma-2-27b-it,sdat,0.533469960623539,raw,1,False
google/gemma-2-27b-it,simile_generation,,raw,1,True
google/gemma-2-27b-it,slang_generation,-0.4401520389197964,raw,1,False
google/gemma-2-27b-it,speak_to_structure,-0.4446011723734173,raw,1,False
google/gemma-2-27b-it,story_generation_rocstories,0.2301069654972727,raw,1,False
google/gemma-2-27b-it,story_quality,0.9614309078651164,raw,1,False
google/gemma-2-27b-it,ttcw,-0.6739192220678403,raw,1,False
google/gemma-2-27b-it,twistlist,-1.384592503817622,raw,1,False
google/gemma-2-27b-it,unfun_corpus,,raw,1,True
google/gemma-3-12b-it,analobench,0.7096050365007075,raw,1,False
google/gemma-3-12b-it,arn,-0.0452399404704266,raw,1,False
google/gemma-3-12b-it,brainteaser,-0.0550469363757237,raw,1,False
google/gemma-3-12b-it,c3_crosstalk,0.1441392150789544,raw,1,False
google/gemma-3-12b-it,chinese_homophonic_puns,-0.8952343672656451,raw,1,False
google/gemma-3-12b-it,fig_qa,0.1058446038897824,raw,1,False
google/gemma-3-12b-it,futuregen,0.4587824552235808,raw,1,False
google/gemma-3-12b-it,grapheval_ai_researcher,-0.3877809677240263,raw,1,False
google/gemma-3-12b-it,grapheval_iclr,0.1077469469749089,raw,1,False
google/gemma-3-12b-it,grapheval_review_advisor,0.2726962301336776,raw,1,False
google/gemma-3-12b-it,historical_analogy,0.1698468091731575,raw,1,False
google/gemma-3-12b-it,humor_transfer,0.8840123117064044,raw,1,False
google/gemma-3-12b-it,hypobench,0.225995223572902,raw,1,False
google/gemma-3-12b-it,irfl,0.8940961895157992,raw,1,False
google/gemma-3-12b-it,lcc_metaphor,0.5261095396848882,raw,1,False
google/gemma-3-12b-it,meta4xnli,-1.851470955464424,raw,1,False
google/gemma-3-12b-it,metaphor_generation,-0.5510859985069423,raw,1,False
google/gemma-3-12b-it,metaphoric_analogies,-0.0895615178626259,raw,1,False
google/gemma-3-12b-it,moh_x,0.6274933504633865,raw,1,False
google/gemma-3-12b-it,munch,0.1893268069686661,raw,1,False
google/gemma-3-12b-it,newyorker_humor,0.1529596821533242,raw,1,False
google/gemma-3-12b-it,nyt_connections,0.0159550437565989,raw,1,False
google/gemma-3-12b-it,ocw,-1.384925557350149,raw,1,False
google/gemma-3-12b-it,ocw_connections,0.8878053756862251,raw,1,False
google/gemma-3-12b-it,outline_to_story,-0.0967715100968291,raw,1,False
google/gemma-3-12b-it,permpst,0.0937281608687243,raw,1,False
google/gemma-3-12b-it,poetmt,-0.1232063887136281,raw,1,False
google/gemma-3-12b-it,proparalogy,0.0340363472048944,raw,1,False
google/gemma-3-12b-it,puntuguese,-0.6811367353543298,raw,1,False
google/gemma-3-12b-it,riddlesense,0.0331244726855195,raw,1,False
google/gemma-3-12b-it,scar,-0.2746071098449651,raw,1,False
google/gemma-3-12b-it,schnovel,-0.7185905554571298,raw,1,False
google/gemma-3-12b-it,science_analogies,0.3528710434645269,raw,1,False
google/gemma-3-12b-it,scimon,0.2136451950700648,raw,1,False
google/gemma-3-12b-it,sdat,-0.1140437093447341,raw,1,False
google/gemma-3-12b-it,simile_generation,-0.3240004724013458,raw,1,False
google/gemma-3-12b-it,slang_generation,-0.5406316066569157,raw,1,False
google/gemma-3-12b-it,speak_to_structure,0.1159945197745283,raw,1,False
google/gemma-3-12b-it,story_generation_rocstories,-0.7386847011194044,raw,1,False
google/gemma-3-12b-it,story_quality,1.1983121924362938,raw,1,False
google/gemma-3-12b-it,ttcw,-0.6203809897210849,raw,1,False
google/gemma-3-12b-it,twistlist,-0.7875837865602366,raw,1,False
google/gemma-3-12b-it,unfun_corpus,0.0891708231334072,raw,1,False
google/gemma-3-27b-it,analobench,-0.8461977144329695,raw,1,False
google/gemma-3-27b-it,arn,0.406257426512578,raw,1,False
google/gemma-3-27b-it,brainteaser,0.3519977796256868,raw,1,False
google/gemma-3-27b-it,c3_crosstalk,0.0887890104071289,raw,1,False
google/gemma-3-27b-it,chinese_homophonic_puns,-1.2910073076147754,raw,1,False
google/gemma-3-27b-it,fig_qa,-0.569932482483443,raw,1,False
google/gemma-3-27b-it,futuregen,0.3188882363760354,raw,1,False
google/gemma-3-27b-it,grapheval_ai_researcher,0.3070820928816757,raw,1,False
google/gemma-3-27b-it,grapheval_iclr,-0.6607173661261573,raw,1,False
google/gemma-3-27b-it,grapheval_review_advisor,-0.5294051465479096,raw,1,False
google/gemma-3-27b-it,historical_analogy,-0.6043475260995551,raw,1,False
google/gemma-3-27b-it,humor_transfer,-0.2128506393571829,raw,1,False
google/gemma-3-27b-it,hypobench,0.0108853013599424,raw,1,False
google/gemma-3-27b-it,irfl,0.287363596983042,raw,1,False
google/gemma-3-27b-it,lcc_metaphor,-0.7428442396684943,raw,1,False
google/gemma-3-27b-it,meta4xnli,-0.3104317810148863,raw,1,False
google/gemma-3-27b-it,metaphor_generation,-2.1454738632625308,raw,1,False
google/gemma-3-27b-it,metaphoric_analogies,-0.5651681190107547,raw,1,False
google/gemma-3-27b-it,moh_x,-1.9789880308328045,raw,1,False
google/gemma-3-27b-it,munch,-0.6821729479212656,raw,1,False
google/gemma-3-27b-it,newyorker_humor,-0.194359462638045,raw,1,False
google/gemma-3-27b-it,nyt_connections,-0.8806256904115362,raw,1,False
google/gemma-3-27b-it,ocw,-0.3850715691357942,raw,1,False
google/gemma-3-27b-it,ocw_connections,0.9901434884903292,raw,1,False
google/gemma-3-27b-it,outline_to_story,-0.0417021445270473,raw,1,False
google/gemma-3-27b-it,permpst,-0.7409595005270151,raw,1,False
google/gemma-3-27b-it,poetmt,0.0415623448770662,raw,1,False
google/gemma-3-27b-it,proparalogy,-0.0987081536739834,raw,1,False
google/gemma-3-27b-it,puntuguese,-0.6714594258752608,raw,1,False
google/gemma-3-27b-it,riddlesense,-0.6546637915216226,raw,1,False
google/gemma-3-27b-it,scar,0.0558807213911429,raw,1,False
google/gemma-3-27b-it,schnovel,-0.2887090897772555,raw,1,False
google/gemma-3-27b-it,science_analogies,-0.1967295171065323,raw,1,False
google/gemma-3-27b-it,scimon,-2.3744187982833207,raw,1,False
google/gemma-3-27b-it,sdat,0.076666379407137,raw,1,False
google/gemma-3-27b-it,simile_generation,1.3356808085332252,raw,1,False
google/gemma-3-27b-it,slang_generation,0.2020761063258268,raw,1,False
google/gemma-3-27b-it,speak_to_structure,-0.1601227557798501,raw,1,False
google/gemma-3-27b-it,story_generation_rocstories,-0.7505893708075896,raw,1,False
google/gemma-3-27b-it,story_quality,-0.2411971522654762,raw,1,False
google/gemma-3-27b-it,ttcw,0.4144197510801166,raw,1,False
google/gemma-3-27b-it,twistlist,-1.2802213902699535,raw,1,False
google/gemma-3-27b-it,unfun_corpus,0.6582915082362993,raw,1,False
google/gemma-3-4b-it,analobench,-0.6733307421070058,raw,1,False
google/gemma-3-4b-it,arn,-0.6472364297810989,raw,1,False
google/gemma-3-4b-it,brainteaser,-1.894497794706892,raw,1,False
google/gemma-3-4b-it,c3_crosstalk,-0.1320913787206195,raw,1,False
google/gemma-3-4b-it,chinese_homophonic_puns,-1.0483185938997317,raw,1,False
google/gemma-3-4b-it,fig_qa,-0.3241953601659064,raw,1,False
google/gemma-3-4b-it,futuregen,0.4465070787335904,raw,1,False
google/gemma-3-4b-it,grapheval_ai_researcher,0.3730542925172043,raw,1,False
google/gemma-3-4b-it,grapheval_iclr,0.0560793682842027,raw,1,False
google/gemma-3-4b-it,grapheval_review_advisor,-0.4716542081888943,raw,1,False
google/gemma-3-4b-it,historical_analogy,-0.183201339096585,raw,1,False
google/gemma-3-4b-it,humor_transfer,0.8840123117064044,raw,1,False
google/gemma-3-4b-it,hypobench,0.2508226265229476,raw,1,False
google/gemma-3-4b-it,irfl,-0.2534498605475459,raw,1,False
google/gemma-3-4b-it,lcc_metaphor,0.687847897114889,raw,1,False
google/gemma-3-4b-it,meta4xnli,-1.5825805404044817,raw,1,False
google/gemma-3-4b-it,metaphor_generation,-0.985020483340264,raw,1,False
google/gemma-3-4b-it,metaphoric_analogies,-0.4350226980283589,raw,1,False
google/gemma-3-4b-it,moh_x,0.0553389009105642,raw,1,False
google/gemma-3-4b-it,munch,0.3477813078577447,raw,1,False
google/gemma-3-4b-it,newyorker_humor,-0.1676426053464012,raw,1,False
google/gemma-3-4b-it,nyt_connections,-0.7522864185579252,raw,1,False
google/gemma-3-4b-it,ocw,-1.7349304773262884,raw,1,False
google/gemma-3-4b-it,ocw_connections,0.7319489494921951,raw,1,False
google/gemma-3-4b-it,outline_to_story,-0.3655280592694827,raw,1,False
google/gemma-3-4b-it,permpst,-0.2570529343229964,raw,1,False
google/gemma-3-4b-it,poetmt,-1.1614342976294043,raw,1,False
google/gemma-3-4b-it,proparalogy,-0.5874106163108724,raw,1,False
google/gemma-3-4b-it,puntuguese,0.0093969909880515,raw,1,False
google/gemma-3-4b-it,riddlesense,-0.7367590630676034,raw,1,False
google/gemma-3-4b-it,scar,-1.2718008938449403,raw,1,False
google/gemma-3-4b-it,schnovel,-0.129385383865686,raw,1,False
google/gemma-3-4b-it,science_analogies,-0.1634051709753138,raw,1,False
google/gemma-3-4b-it,scimon,-0.6234931485416474,raw,1,False
google/gemma-3-4b-it,sdat,0.6646297479649781,raw,1,False
google/gemma-3-4b-it,simile_generation,-0.0641003148143876,raw,1,False
google/gemma-3-4b-it,slang_generation,0.557916913689841,raw,1,False
google/gemma-3-4b-it,speak_to_structure,-0.5969623453535385,raw,1,False
google/gemma-3-4b-it,story_generation_rocstories,-0.7662098434825507,raw,1,False
google/gemma-3-4b-it,story_quality,-1.061170829627244,raw,1,False
google/gemma-3-4b-it,ttcw,0.8076392952046622,raw,1,False
google/gemma-3-4b-it,twistlist,-0.7822126290712649,raw,1,False
google/gemma-3-4b-it,unfun_corpus,-0.1255821389332908,raw,1,False
google/gemma-4-26b-a4b-it,analobench,0.594360388283398,raw,1,False
google/gemma-4-26b-a4b-it,arn,0.5567565488402455,raw,1,False
google/gemma-4-26b-a4b-it,brainteaser,0.3293056713468048,raw,1,False
google/gemma-4-26b-a4b-it,c3_crosstalk,-0.364629779765271,raw,1,False
google/gemma-4-26b-a4b-it,chinese_homophonic_puns,0.9529086326046704,raw,1,False
google/gemma-4-26b-a4b-it,fig_qa,1.2116616543186962,raw,1,False
google/gemma-4-26b-a4b-it,futuregen,0.6856390422930819,raw,1,False
google/gemma-4-26b-a4b-it,grapheval_ai_researcher,1.307468454188175,raw,1,False
google/gemma-4-26b-a4b-it,grapheval_iclr,0.3241478315998425,raw,1,False
google/gemma-4-26b-a4b-it,grapheval_review_advisor,0.7676796816003708,raw,1,False
google/gemma-4-26b-a4b-it,historical_analogy,1.052467179847514,raw,1,False
google/gemma-4-26b-a4b-it,humor_transfer,0.8840123117064044,raw,1,False
google/gemma-4-26b-a4b-it,hypobench,0.0786017152428322,raw,1,False
google/gemma-4-26b-a4b-it,irfl,0.5673640070833689,raw,1,False
google/gemma-4-26b-a4b-it,lcc_metaphor,-0.2524301887806129,raw,1,False
google/gemma-4-26b-a4b-it,meta4xnli,0.6130501458807812,raw,1,False
google/gemma-4-26b-a4b-it,metaphor_generation,0.8172318072214365,raw,1,False
google/gemma-4-26b-a4b-it,metaphoric_analogies,1.2663886287109525,raw,1,False
google/gemma-4-26b-a4b-it,moh_x,0.6910660670803668,raw,1,False
google/gemma-4-26b-a4b-it,munch,0.5854630591913623,raw,1,False
google/gemma-4-26b-a4b-it,newyorker_humor,0.2063933967366119,raw,1,False
google/gemma-4-26b-a4b-it,nyt_connections,-1.4775734569140635,raw,1,False
google/gemma-4-26b-a4b-it,ocw,1.2763124916747264,raw,1,False
google/gemma-4-26b-a4b-it,ocw_connections,-0.9034972815008684,raw,1,False
google/gemma-4-26b-a4b-it,outline_to_story,1.3412437560951205,raw,1,False
google/gemma-4-26b-a4b-it,permpst,0.1223126124168539,raw,1,False
google/gemma-4-26b-a4b-it,poetmt,0.6121729197328298,raw,1,False
google/gemma-4-26b-a4b-it,proparalogy,0.4522274806617931,raw,1,False
google/gemma-4-26b-a4b-it,puntuguese,0.7591368456152171,raw,1,False
google/gemma-4-26b-a4b-it,riddlesense,1.0590034794404335,raw,1,False
google/gemma-4-26b-a4b-it,scar,0.6948710950249243,raw,1,False
google/gemma-4-26b-a4b-it,schnovel,0.8281428364047622,raw,1,False
google/gemma-4-26b-a4b-it,science_analogies,0.3358428601777067,raw,1,False
google/gemma-4-26b-a4b-it,scimon,1.048770617389762,raw,1,False
google/gemma-4-26b-a4b-it,sdat,0.3817805910212303,raw,1,False
google/gemma-4-26b-a4b-it,simile_generation,1.6246870248609564,raw,1,False
google/gemma-4-26b-a4b-it,slang_generation,0.9901263898940784,raw,1,False
google/gemma-4-26b-a4b-it,speak_to_structure,-0.238612430958191,raw,1,False
google/gemma-4-26b-a4b-it,story_generation_rocstories,-0.5250446220510046,raw,1,False
google/gemma-4-26b-a4b-it,story_quality,0.323673603250408,raw,1,False
google/gemma-4-26b-a4b-it,ttcw,0.8165178138313636,raw,1,False
google/gemma-4-26b-a4b-it,twistlist,0.8185569223754648,raw,1,False
