dataset,model,n_audited,on_task_rate,garbled_rate,cannot_eval_rate,mean_chars
creatset,z-ai/glm-4.5v,3,1.0,0.0,0.0,543.6666666666666
creatset,z-ai/glm-4.6,3,1.0,0.0,0.0,796.6666666666666
creatset,z-ai/glm-4.7,3,1.0,0.0,0.0,546.3333333333334
creatset,z-ai/glm-5,3,1.0,0.0,0.0,654.3333333333334
creatset,z-ai/glm-5-turbo,3,1.0,0.0,0.0,673.6666666666666
creatset,z-ai/glm-5.1,3,1.0,0.0,0.0,834.3333333333334
critics_story,ai21/jamba-large-1.7,3,1.0,0.0,0.0,2423.3333333333335
critics_story,allenai/olmo-3.1-32b-instruct,3,1.0,0.0,0.0,2446.6666666666665
critics_story,amazon/nova-2-lite-v1,3,1.0,0.0,0.0,2446.0
critics_story,amazon/nova-lite-v1,3,1.0,0.0,0.0,1636.0
critics_story,amazon/nova-micro-v1,3,1.0,0.0,0.0,1822.0
critics_story,amazon/nova-pro-v1,3,1.0,0.0,0.0,1113.6666666666667
critics_story,anthropic/claude-3.7-sonnet,3,1.0,0.0,0.0,2436.6666666666665
critics_story,anthropic/claude-haiku-4.5,3,1.0,0.0,0.0,2229.6666666666665
critics_story,anthropic/claude-opus-4.5,3,1.0,0.0,0.0,2254.3333333333335
critics_story,anthropic/claude-opus-4.6,3,1.0,0.0,0.0,2264.3333333333335
critics_story,anthropic/claude-opus-4.6-fast,3,1.0,0.0,0.0,2230.3333333333335
critics_story,anthropic/claude-opus-4.7,3,1.0,0.0,0.0,1517.6666666666667
critics_story,anthropic/claude-sonnet-4,3,1.0,0.0,0.0,1876.0
critics_story,anthropic/claude-sonnet-4.5,3,1.0,0.0,0.0,2351.3333333333335
critics_story,anthropic/claude-sonnet-4.6,3,1.0,0.0,0.0,1818.3333333333333
critics_story,arcee-ai/trinity-large-preview,3,1.0,0.0,0.0,1374.6666666666667
critics_story,baidu/ernie-4.5-300b-a47b,3,1.0,0.0,0.0,1934.0
critics_story,baidu/ernie-4.5-vl-424b-a47b,3,1.0,0.0,0.0,1904.3333333333333
critics_story,deepcogito/cogito-v2.1-671b,3,1.0,0.0,0.0,1882.6666666666667
critics_story,deepseek/deepseek-chat,3,1.0,0.0,0.0,1608.0
critics_story,deepseek/deepseek-chat-v3-0324,3,1.0,0.0,0.0,1584.3333333333333
critics_story,deepseek/deepseek-chat-v3.1,3,1.0,0.0,0.0,2276.3333333333335
critics_story,deepseek/deepseek-v3.1-terminus,3,1.0,0.0,0.0,2043.3333333333333
critics_story,deepseek/deepseek-v3.2,3,1.0,0.0,0.0,1631.0
critics_story,deepseek/deepseek-v3.2-exp,3,1.0,0.0,0.0,1683.0
critics_story,google/gemini-2.5-flash,3,1.0,0.0,0.0,2412.0
critics_story,google/gemma-2-27b-it,3,1.0,0.0,0.0,1192.6666666666667
critics_story,google/gemma-3-12b-it,3,1.0,0.0,0.0,2249.3333333333335
critics_story,google/gemma-3-27b-it,3,1.0,0.0,0.0,2140.0
critics_story,google/gemma-3-4b-it,3,1.0,0.0,0.0,1871.0
critics_story,google/gemma-4-26b-a4b-it,3,1.0,0.0,0.0,2036.0
critics_story,google/gemma-4-31b-it,3,1.0,0.0,0.0,1412.3333333333333
critics_story,ibm-granite/granite-4.0-h-micro,3,1.0,0.0,0.0,910.0
critics_story,meta-llama/llama-3-8b-instruct,3,1.0,0.0,0.0,1819.3333333333333
critics_story,meta-llama/llama-3.1-70b-instruct,3,1.0,0.0,0.0,1575.3333333333333
critics_story,meta-llama/llama-3.1-8b-instruct,3,1.0,0.0,0.0,1937.6666666666667
critics_story,meta-llama/llama-3.2-11b-vision-instruct,3,1.0,0.0,0.0,1802.6666666666667
critics_story,meta-llama/llama-3.2-3b-instruct,3,1.0,0.0,0.0,1667.6666666666667
critics_story,meta-llama/llama-3.3-70b-instruct,3,1.0,0.0,0.0,2442.6666666666665
critics_story,meta-llama/llama-4-maverick,3,1.0,0.0,0.0,2662.0
critics_story,meta-llama/llama-4-scout,3,1.0,0.0,0.0,1735.0
critics_story,minimax/minimax-01,3,1.0,0.0,0.0,2636.0
critics_story,minimax/minimax-m2-her,3,0.6666666666666666,0.0,0.0,2058.6666666666665
critics_story,mistralai/ministral-8b-2512,3,1.0,0.0,0.0,2122.6666666666665
critics_story,mistralai/mistral-large-2512,3,1.0,0.0,0.0,2179.0
critics_story,mistralai/mistral-medium-3.1,3,1.0,0.0,0.0,2096.6666666666665
critics_story,mistralai/mistral-nemo,3,1.0,0.0,0.0,1267.6666666666667
critics_story,mistralai/mistral-small-3.1-24b-instruct,3,0.0,1.0,0.0,14.0
critics_story,mistralai/mixtral-8x22b-instruct,3,1.0,0.0,0.0,1852.0
critics_story,mistralai/pixtral-large-2411,3,1.0,0.0,0.0,1643.0
critics_story,moonshotai/kimi-k2-0905,3,1.0,0.0,0.0,1553.6666666666667
critics_story,moonshotai/kimi-k2.5,3,1.0,0.0,0.0,2484.0
critics_story,moonshotai/kimi-k2.6,3,1.0,0.0,0.0,2479.6666666666665
critics_story,morph/morph-v3-fast,3,0.0,0.0,0.0,8759.0
critics_story,nex-agi/deepseek-v3.1-nex-n1,3,1.0,0.0,0.0,2074.3333333333335
critics_story,nousresearch/hermes-3-llama-3.1-405b,3,1.0,0.0,0.0,1706.3333333333333
critics_story,nousresearch/hermes-3-llama-3.1-70b,3,1.0,0.3333333333333333,0.0,2028.0
critics_story,nousresearch/hermes-4-405b,3,1.0,0.0,0.0,1895.3333333333333
critics_story,nousresearch/hermes-4-70b,3,1.0,0.0,0.0,860.0
critics_story,nvidia/nemotron-3-nano-30b-a3b,3,0.6666666666666666,0.0,0.0,1988.3333333333333
critics_story,nvidia/nemotron-3-super-120b-a12b,3,1.0,0.0,0.0,35.0
critics_story,nvidia/nemotron-nano-12b-v2-vl,3,1.0,0.0,0.0,35.0
critics_story,nvidia/nemotron-nano-9b-v2,3,1.0,0.0,0.0,37.666666666666664
critics_story,openai/gpt-4.1,3,1.0,0.0,0.0,2467.6666666666665
critics_story,openai/gpt-4.1-mini,3,1.0,0.0,0.0,2303.6666666666665
critics_story,openai/gpt-4o,3,1.0,0.0,0.0,1544.0
critics_story,openai/gpt-4o-mini,3,1.0,0.0,0.0,35.0
critics_story,openai/gpt-5.1,3,1.0,0.0,0.0,2308.6666666666665
critics_story,openai/gpt-5.4,3,1.0,0.0,0.0,1311.6666666666667
critics_story,openai/gpt-5.4-mini,3,1.0,0.0,0.0,1327.3333333333333
critics_story,openai/gpt-5.4-nano,3,1.0,0.0,0.0,1635.6666666666667
critics_story,openai/gpt-5.5,3,1.0,0.0,0.0,1202.3333333333333
critics_story,qwen/qwen-turbo,3,1.0,0.0,0.0,2309.6666666666665
critics_story,qwen/qwen3-14b,3,1.0,0.0,0.0,476.6666666666667
critics_story,qwen/qwen3-next-80b-a3b-instruct,3,1.0,0.0,0.0,2471.6666666666665
critics_story,qwen/qwen3.5-flash-02-23,3,1.0,0.0,0.0,2273.3333333333335
critics_story,tencent/hunyuan-a13b-instruct,3,1.0,0.0,0.0,1675.6666666666667
critics_story,z-ai/glm-4.5v,3,1.0,0.0,0.0,635.3333333333334
critics_story,z-ai/glm-4.6,3,1.0,0.0,0.0,1791.0
critics_story,z-ai/glm-4.7,3,1.0,0.0,0.0,1879.0
critics_story,z-ai/glm-5,3,1.0,0.0,0.0,2163.0
critics_story,z-ai/glm-5-turbo,3,1.0,0.0,0.0,1895.6666666666667
critics_story,z-ai/glm-5.1,3,1.0,0.0,0.0,2285.6666666666665
crowd_vote,ai21/jamba-large-1.7,3,1.0,0.0,0.0,213.66666666666666
crowd_vote,allenai/olmo-3.1-32b-instruct,3,1.0,0.0,0.0,100.33333333333333
crowd_vote,amazon/nova-2-lite-v1,3,1.0,0.0,0.0,139.66666666666666
crowd_vote,amazon/nova-lite-v1,3,1.0,0.0,0.0,87.0
crowd_vote,amazon/nova-micro-v1,3,1.0,0.0,0.0,65.33333333333333
crowd_vote,amazon/nova-pro-v1,3,1.0,0.0,0.0,91.66666666666667
crowd_vote,anthropic/claude-3.7-sonnet,3,1.0,0.0,0.0,186.0
crowd_vote,anthropic/claude-haiku-4.5,3,1.0,0.0,0.0,170.66666666666666
crowd_vote,anthropic/claude-opus-4.5,3,1.0,0.0,0.0,209.0
crowd_vote,anthropic/claude-opus-4.6,3,1.0,0.0,0.0,210.0
crowd_vote,anthropic/claude-opus-4.6-fast,3,1.0,0.0,0.0,223.33333333333334
crowd_vote,anthropic/claude-opus-4.7,3,1.0,0.0,0.0,197.66666666666666
crowd_vote,anthropic/claude-sonnet-4,3,1.0,0.0,0.0,241.0
crowd_vote,anthropic/claude-sonnet-4.5,3,1.0,0.0,0.0,230.66666666666666
crowd_vote,anthropic/claude-sonnet-4.6,3,1.0,0.0,0.0,230.0
crowd_vote,arcee-ai/trinity-large-preview,3,1.0,0.0,0.0,188.66666666666666
crowd_vote,baidu/ernie-4.5-300b-a47b,3,1.0,0.0,0.0,127.33333333333333
crowd_vote,baidu/ernie-4.5-vl-424b-a47b,3,1.0,0.0,0.0,134.33333333333334
crowd_vote,deepcogito/cogito-v2.1-671b,3,1.0,0.0,0.0,147.66666666666666
crowd_vote,deepseek/deepseek-chat,3,1.0,0.0,0.0,368.6666666666667
crowd_vote,deepseek/deepseek-chat-v3-0324,3,1.0,0.0,0.0,142.0
crowd_vote,deepseek/deepseek-chat-v3.1,3,1.0,0.0,0.0,119.0
crowd_vote,deepseek/deepseek-v3.1-terminus,3,1.0,0.0,0.0,130.0
crowd_vote,deepseek/deepseek-v3.2,3,1.0,0.0,0.0,90.0
crowd_vote,deepseek/deepseek-v3.2-exp,3,1.0,0.0,0.0,90.33333333333333
crowd_vote,google/gemini-2.5-flash,3,1.0,0.0,0.0,136.33333333333334
crowd_vote,google/gemma-2-27b-it,3,1.0,0.0,0.0,138.33333333333334
crowd_vote,google/gemma-3-12b-it,3,1.0,0.0,0.0,136.66666666666666
crowd_vote,google/gemma-3-27b-it,3,1.0,0.0,0.0,152.0
crowd_vote,google/gemma-3-4b-it,3,1.0,0.0,0.0,162.66666666666666
crowd_vote,google/gemma-4-26b-a4b-it,3,1.0,0.0,0.0,194.66666666666666
crowd_vote,google/gemma-4-31b-it,3,1.0,0.0,0.0,150.0
crowd_vote,ibm-granite/granite-4.0-h-micro,3,1.0,0.0,0.0,103.33333333333333
crowd_vote,meta-llama/llama-3-8b-instruct,3,1.0,0.0,0.0,206.0
crowd_vote,meta-llama/llama-3.1-70b-instruct,3,1.0,0.0,0.0,201.66666666666666
crowd_vote,meta-llama/llama-3.1-8b-instruct,3,1.0,0.0,0.0,205.0
crowd_vote,meta-llama/llama-3.2-11b-vision-instruct,3,1.0,0.0,0.0,196.0
crowd_vote,meta-llama/llama-3.2-3b-instruct,3,1.0,0.0,0.0,215.33333333333334
crowd_vote,meta-llama/llama-3.3-70b-instruct,3,1.0,0.0,0.0,125.33333333333333
crowd_vote,meta-llama/llama-4-maverick,3,1.0,0.0,0.0,250.33333333333334
crowd_vote,meta-llama/llama-4-scout,3,1.0,0.0,0.0,218.0
crowd_vote,minimax/minimax-01,3,1.0,0.0,0.0,179.0
crowd_vote,minimax/minimax-m2-her,3,1.0,0.0,0.0,149.33333333333334
crowd_vote,mistralai/ministral-8b-2512,3,1.0,0.0,0.0,239.33333333333334
crowd_vote,mistralai/mistral-large-2512,3,1.0,0.0,0.0,345.0
crowd_vote,mistralai/mistral-medium-3.1,3,1.0,0.0,0.0,183.66666666666666
crowd_vote,mistralai/mistral-nemo,3,1.0,0.0,0.0,92.0
crowd_vote,mistralai/mistral-small-3.1-24b-instruct,3,1.0,0.0,0.0,103.66666666666667
crowd_vote,mistralai/mixtral-8x22b-instruct,3,1.0,0.0,0.0,165.66666666666666
crowd_vote,mistralai/pixtral-large-2411,3,1.0,0.0,0.0,299.0
crowd_vote,moonshotai/kimi-k2-0905,3,1.0,0.0,0.0,163.66666666666666
crowd_vote,moonshotai/kimi-k2.5,3,1.0,0.0,0.0,142.66666666666666
crowd_vote,moonshotai/kimi-k2.6,3,1.0,0.0,0.0,249.33333333333334
crowd_vote,morph/morph-v3-fast,3,0.3333333333333333,0.0,0.0,229.33333333333334
crowd_vote,nex-agi/deepseek-v3.1-nex-n1,3,1.0,0.0,0.0,126.0
crowd_vote,nousresearch/hermes-3-llama-3.1-405b,3,1.0,0.0,0.0,170.0
crowd_vote,nousresearch/hermes-3-llama-3.1-70b,3,0.6666666666666666,0.0,0.0,986.0
crowd_vote,nousresearch/hermes-4-405b,3,1.0,0.0,0.0,231.0
crowd_vote,nousresearch/hermes-4-70b,3,1.0,0.0,0.0,231.0
crowd_vote,nvidia/nemotron-3-nano-30b-a3b,3,1.0,0.0,0.0,133.66666666666666
crowd_vote,nvidia/nemotron-3-super-120b-a12b,3,1.0,0.0,0.0,171.0
crowd_vote,nvidia/nemotron-nano-12b-v2-vl,3,1.0,0.0,0.0,136.66666666666666
crowd_vote,nvidia/nemotron-nano-9b-v2,3,1.0,0.0,0.0,128.33333333333334
crowd_vote,openai/gpt-4.1,3,1.0,0.0,0.0,179.66666666666666
crowd_vote,openai/gpt-4.1-mini,3,1.0,0.0,0.0,202.33333333333334
crowd_vote,openai/gpt-4o,3,1.0,0.0,0.0,193.66666666666666
crowd_vote,openai/gpt-4o-mini,3,1.0,0.0,0.0,189.0
crowd_vote,openai/gpt-5.1,3,1.0,0.0,0.0,203.0
crowd_vote,openai/gpt-5.4,3,1.0,0.0,0.0,210.33333333333334
crowd_vote,openai/gpt-5.4-mini,3,1.0,0.0,0.0,150.33333333333334
crowd_vote,openai/gpt-5.4-nano,3,1.0,0.0,0.0,227.66666666666666
crowd_vote,openai/gpt-5.5,3,1.0,0.0,0.0,208.33333333333334
crowd_vote,qwen/qwen-turbo,3,1.0,0.0,0.0,150.0
crowd_vote,qwen/qwen3-14b,3,1.0,0.0,0.0,147.0
crowd_vote,qwen/qwen3-next-80b-a3b-instruct,3,1.0,0.0,0.0,156.33333333333334
crowd_vote,qwen/qwen3.5-flash-02-23,3,1.0,0.0,0.0,143.0
crowd_vote,tencent/hunyuan-a13b-instruct,3,1.0,0.0,0.0,70.66666666666667
crowd_vote,z-ai/glm-4.5v,3,1.0,0.0,0.0,128.66666666666666
crowd_vote,z-ai/glm-4.6,3,1.0,0.0,0.0,131.0
crowd_vote,z-ai/glm-4.7,3,1.0,0.0,0.0,143.33333333333334
crowd_vote,z-ai/glm-5,3,1.0,0.0,0.0,142.66666666666666
crowd_vote,z-ai/glm-5-turbo,3,1.0,0.0,0.0,211.0
crowd_vote,z-ai/glm-5.1,3,1.0,0.0,0.0,170.33333333333334
crowdcounter,ai21/jamba-large-1.7,3,0.3333333333333333,0.3333333333333333,0.0,98.33333333333333
crowdcounter,allenai/olmo-3.1-32b-instruct,3,0.3333333333333333,0.6666666666666666,0.0,339.0
crowdcounter,amazon/nova-2-lite-v1,3,0.0,1.0,0.0,31.0
crowdcounter,amazon/nova-lite-v1,3,1.0,0.0,0.0,175.33333333333334
crowdcounter,amazon/nova-micro-v1,3,1.0,0.0,0.0,221.33333333333334
crowdcounter,amazon/nova-pro-v1,3,1.0,0.0,0.0,227.0
crowdcounter,anthropic/claude-3.7-sonnet,3,0.6666666666666666,0.3333333333333333,0.0,88.0
crowdcounter,anthropic/claude-haiku-4.5,3,0.3333333333333333,0.3333333333333333,0.0,68.0
crowdcounter,anthropic/claude-opus-4.5,3,0.3333333333333333,0.3333333333333333,0.0,86.0
crowdcounter,anthropic/claude-opus-4.6,3,0.6666666666666666,0.3333333333333333,0.0,98.66666666666667
crowdcounter,anthropic/claude-opus-4.6-fast,3,0.3333333333333333,0.6666666666666666,0.0,81.33333333333333
crowdcounter,anthropic/claude-opus-4.7,3,0.0,1.0,0.0,41.333333333333336
crowdcounter,anthropic/claude-sonnet-4,3,0.0,1.0,0.0,172.33333333333334
crowdcounter,anthropic/claude-sonnet-4.5,3,0.0,1.0,0.0,74.66666666666667
crowdcounter,anthropic/claude-sonnet-4.6,3,0.0,0.6666666666666666,0.0,56.333333333333336
crowdcounter,arcee-ai/trinity-large-preview,3,0.0,1.0,0.0,65.0
crowdcounter,baidu/ernie-4.5-300b-a47b,3,0.6666666666666666,0.0,0.0,284.3333333333333
crowdcounter,baidu/ernie-4.5-vl-424b-a47b,3,0.3333333333333333,0.0,0.0,224.0
crowdcounter,deepcogito/cogito-v2.1-671b,3,0.3333333333333333,0.6666666666666666,0.0,169.66666666666666
crowdcounter,deepseek/deepseek-chat,3,1.0,0.0,0.0,178.33333333333334
crowdcounter,deepseek/deepseek-chat-v3-0324,3,1.0,0.0,0.0,185.33333333333334
crowdcounter,deepseek/deepseek-chat-v3.1,3,0.3333333333333333,0.0,0.0,318.3333333333333
crowdcounter,deepseek/deepseek-v3.1-terminus,3,0.0,0.0,0.0,210.33333333333334
crowdcounter,deepseek/deepseek-v3.2,3,1.0,0.0,0.0,178.66666666666666
crowdcounter,deepseek/deepseek-v3.2-exp,3,0.3333333333333333,0.0,0.0,202.66666666666666
crowdcounter,google/gemini-2.5-flash,3,0.6666666666666666,0.3333333333333333,0.0,183.66666666666666
crowdcounter,google/gemma-2-27b-it,1,0.0,1.0,0.0,0.0
crowdcounter,google/gemma-3-12b-it,3,1.0,0.0,0.0,289.0
crowdcounter,google/gemma-3-27b-it,3,1.0,0.0,0.0,501.3333333333333
crowdcounter,google/gemma-3-4b-it,3,0.6666666666666666,0.3333333333333333,0.0,411.0
crowdcounter,google/gemma-4-26b-a4b-it,3,0.0,0.0,0.0,211.0
crowdcounter,google/gemma-4-31b-it,3,0.3333333333333333,0.0,0.0,220.66666666666666
crowdcounter,ibm-granite/granite-4.0-h-micro,3,0.6666666666666666,0.3333333333333333,0.0,251.0
crowdcounter,meta-llama/llama-3-8b-instruct,3,0.0,1.0,0.0,72.66666666666667
crowdcounter,meta-llama/llama-3.1-70b-instruct,3,1.0,0.0,0.0,64.33333333333333
crowdcounter,meta-llama/llama-3.1-8b-instruct,3,0.0,1.0,0.0,124.33333333333333
crowdcounter,meta-llama/llama-3.2-11b-vision-instruct,3,0.0,1.0,0.0,204.66666666666666
crowdcounter,meta-llama/llama-3.2-3b-instruct,3,0.6666666666666666,0.6666666666666666,0.0,45.0
crowdcounter,meta-llama/llama-3.3-70b-instruct,3,0.3333333333333333,0.3333333333333333,0.0,59.333333333333336
crowdcounter,meta-llama/llama-4-maverick,3,0.6666666666666666,0.3333333333333333,0.0,217.0
crowdcounter,meta-llama/llama-4-scout,3,0.3333333333333333,0.6666666666666666,0.0,81.33333333333333
crowdcounter,minimax/minimax-01,3,0.6666666666666666,0.3333333333333333,0.0,141.33333333333334
crowdcounter,minimax/minimax-m2-her,3,0.6666666666666666,0.3333333333333333,0.0,469.3333333333333
crowdcounter,mistralai/ministral-8b-2512,3,1.0,0.0,0.0,258.6666666666667
crowdcounter,mistralai/mistral-large-2512,3,0.6666666666666666,0.0,0.0,229.66666666666666
crowdcounter,mistralai/mistral-medium-3.1,3,1.0,0.0,0.0,250.0
crowdcounter,mistralai/mistral-nemo,3,1.0,0.3333333333333333,0.0,250.66666666666666
crowdcounter,mistralai/mistral-small-3.1-24b-instruct,3,1.0,0.0,0.0,165.33333333333334
crowdcounter,mistralai/mixtral-8x22b-instruct,3,1.0,0.3333333333333333,0.0,145.33333333333334
crowdcounter,mistralai/pixtral-large-2411,3,1.0,0.0,0.0,130.33333333333334
crowdcounter,moonshotai/kimi-k2-0905,3,1.0,0.3333333333333333,0.0,102.66666666666667
crowdcounter,moonshotai/kimi-k2.5,3,0.6666666666666666,0.6666666666666666,0.0,52.666666666666664
crowdcounter,moonshotai/kimi-k2.6,3,0.3333333333333333,0.3333333333333333,0.0,140.66666666666666
crowdcounter,morph/morph-v3-fast,3,0.0,0.3333333333333333,0.0,325.0
crowdcounter,nex-agi/deepseek-v3.1-nex-n1,3,0.3333333333333333,0.3333333333333333,0.0,110.66666666666667
crowdcounter,nousresearch/hermes-3-llama-3.1-405b,3,0.0,1.0,0.0,66.33333333333333
crowdcounter,nousresearch/hermes-3-llama-3.1-70b,3,1.0,0.0,0.0,1696.6666666666667
crowdcounter,nousresearch/hermes-4-405b,3,0.3333333333333333,1.0,0.0,62.0
crowdcounter,nousresearch/hermes-4-70b,3,0.0,0.3333333333333333,0.0,354.3333333333333
crowdcounter,nvidia/nemotron-3-nano-30b-a3b,3,0.0,0.0,0.0,289.0
crowdcounter,nvidia/nemotron-3-super-120b-a12b,3,0.6666666666666666,0.0,0.0,209.0
crowdcounter,nvidia/nemotron-nano-12b-v2-vl,3,0.3333333333333333,0.6666666666666666,0.0,334.0
crowdcounter,nvidia/nemotron-nano-9b-v2,3,1.0,0.0,0.0,193.66666666666666
crowdcounter,openai/gpt-4.1,3,1.0,0.0,0.0,161.0
crowdcounter,openai/gpt-4.1-mini,3,0.0,0.6666666666666666,0.0,64.66666666666667
crowdcounter,openai/gpt-4o,3,1.0,0.0,0.0,186.33333333333334
crowdcounter,openai/gpt-4o-mini,3,0.6666666666666666,0.3333333333333333,0.0,205.66666666666666
crowdcounter,openai/gpt-5.1,3,0.3333333333333333,0.6666666666666666,0.0,67.0
crowdcounter,openai/gpt-5.4,3,0.3333333333333333,0.6666666666666666,0.0,175.33333333333334
crowdcounter,openai/gpt-5.4-mini,3,0.6666666666666666,0.3333333333333333,0.0,75.66666666666667
crowdcounter,openai/gpt-5.4-nano,3,0.6666666666666666,0.3333333333333333,0.0,150.0
crowdcounter,openai/gpt-5.5,3,0.3333333333333333,0.6666666666666666,0.0,218.0
crowdcounter,qwen/qwen-turbo,3,1.0,0.0,0.0,218.33333333333334
crowdcounter,qwen/qwen3-14b,1,0.0,1.0,0.0,0.0
crowdcounter,qwen/qwen3-next-80b-a3b-instruct,3,0.3333333333333333,0.3333333333333333,0.0,234.0
crowdcounter,qwen/qwen3.5-flash-02-23,3,0.0,1.0,0.0,283.6666666666667
crowdcounter,tencent/hunyuan-a13b-instruct,3,1.0,0.0,0.0,185.0
crowdcounter,z-ai/glm-4.5v,3,1.0,0.0,0.0,154.66666666666666
crowdcounter,z-ai/glm-4.6,3,0.0,0.3333333333333333,0.0,218.33333333333334
crowdcounter,z-ai/glm-4.7,3,0.3333333333333333,0.6666666666666666,0.0,200.0
crowdcounter,z-ai/glm-5,3,0.3333333333333333,0.6666666666666666,0.0,117.33333333333333
crowdcounter,z-ai/glm-5-turbo,3,1.0,0.0,0.0,231.66666666666666
crowdcounter,z-ai/glm-5.1,3,1.0,0.0,0.0,257.6666666666667
cue_word_story,ai21/jamba-large-1.7,3,1.0,0.0,0.0,563.3333333333334
cue_word_story,allenai/olmo-3.1-32b-instruct,3,1.0,0.0,0.0,557.3333333333334
cue_word_story,amazon/nova-2-lite-v1,3,1.0,0.0,0.0,596.6666666666666
cue_word_story,amazon/nova-lite-v1,3,1.0,0.0,0.0,530.0
cue_word_story,amazon/nova-micro-v1,3,1.0,0.0,0.0,436.3333333333333
cue_word_story,amazon/nova-pro-v1,3,1.0,0.0,0.0,182.33333333333334
cue_word_story,anthropic/claude-3.7-sonnet,3,1.0,0.0,0.0,967.3333333333334
cue_word_story,anthropic/claude-haiku-4.5,3,1.0,0.0,0.0,844.6666666666666
cue_word_story,anthropic/claude-opus-4.5,3,1.0,0.0,0.0,809.0
cue_word_story,anthropic/claude-opus-4.6,3,1.0,0.0,0.0,909.3333333333334
cue_word_story,anthropic/claude-opus-4.6-fast,3,1.0,0.0,0.0,905.3333333333334
cue_word_story,anthropic/claude-opus-4.7,3,1.0,0.0,0.0,639.0
cue_word_story,anthropic/claude-sonnet-4,3,1.0,0.0,0.0,892.6666666666666
cue_word_story,anthropic/claude-sonnet-4.5,3,1.0,0.0,0.0,828.3333333333334
cue_word_story,anthropic/claude-sonnet-4.6,3,1.0,0.0,0.0,920.0
cue_word_story,arcee-ai/trinity-large-preview,3,1.0,0.0,0.0,589.0
cue_word_story,baidu/ernie-4.5-300b-a47b,3,1.0,0.0,0.0,753.0
cue_word_story,baidu/ernie-4.5-vl-424b-a47b,3,1.0,0.0,0.0,642.3333333333334
cue_word_story,deepcogito/cogito-v2.1-671b,2,1.0,0.0,0.0,638.5
cue_word_story,deepseek/deepseek-chat,3,1.0,0.0,0.0,666.3333333333334
cue_word_story,deepseek/deepseek-chat-v3-0324,3,1.0,0.0,0.0,615.0
cue_word_story,deepseek/deepseek-chat-v3.1,3,1.0,0.0,0.0,617.6666666666666
cue_word_story,deepseek/deepseek-v3.1-terminus,3,1.0,0.0,0.0,556.3333333333334
cue_word_story,deepseek/deepseek-v3.2,3,1.0,0.0,0.0,493.6666666666667
cue_word_story,deepseek/deepseek-v3.2-exp,3,1.0,0.0,0.0,619.6666666666666
cue_word_story,google/gemini-2.5-flash,3,1.0,0.0,0.0,558.0
cue_word_story,google/gemma-2-27b-it,3,1.0,0.0,0.0,527.6666666666666
cue_word_story,google/gemma-3-12b-it,3,1.0,0.0,0.0,762.3333333333334
cue_word_story,google/gemma-3-27b-it,3,1.0,0.0,0.0,803.0
cue_word_story,google/gemma-3-4b-it,3,0.0,0.0,0.0,48.333333333333336
cue_word_story,google/gemma-4-26b-a4b-it,3,1.0,0.0,0.0,410.3333333333333
cue_word_story,google/gemma-4-31b-it,3,1.0,0.0,0.0,516.3333333333334
cue_word_story,ibm-granite/granite-4.0-h-micro,3,1.0,0.0,0.0,515.0
cue_word_story,meta-llama/llama-3-8b-instruct,3,1.0,0.0,0.0,821.3333333333334
cue_word_story,meta-llama/llama-3.1-70b-instruct,3,1.0,0.0,0.0,861.3333333333334
cue_word_story,meta-llama/llama-3.1-8b-instruct,3,1.0,0.0,0.0,803.6666666666666
cue_word_story,meta-llama/llama-3.2-11b-vision-instruct,3,1.0,0.0,0.0,797.6666666666666
cue_word_story,meta-llama/llama-3.2-3b-instruct,3,1.0,0.0,0.0,830.0
cue_word_story,meta-llama/llama-3.3-70b-instruct,3,1.0,0.0,0.0,833.0
cue_word_story,meta-llama/llama-4-maverick,2,1.0,0.0,0.0,772.0
cue_word_story,meta-llama/llama-4-scout,3,1.0,0.0,0.0,741.3333333333334
cue_word_story,minimax/minimax-01,3,1.0,0.0,0.0,926.3333333333334
cue_word_story,minimax/minimax-m2-her,3,1.0,0.0,0.0,606.3333333333334
cue_word_story,mistralai/ministral-8b-2512,3,1.0,0.0,0.0,675.0
cue_word_story,mistralai/mistral-large-2512,3,1.0,0.0,0.0,865.3333333333334
cue_word_story,mistralai/mistral-medium-3.1,3,1.0,0.0,0.0,778.0
cue_word_story,mistralai/mistral-nemo,3,1.0,0.0,0.0,302.6666666666667
cue_word_story,mistralai/mistral-small-3.1-24b-instruct,3,1.0,0.0,0.0,673.3333333333334
cue_word_story,mistralai/mixtral-8x22b-instruct,3,1.0,0.0,0.0,819.6666666666666
cue_word_story,mistralai/pixtral-large-2411,3,1.0,0.0,0.0,554.3333333333334
cue_word_story,moonshotai/kimi-k2-0905,3,1.0,0.0,0.0,905.0
cue_word_story,moonshotai/kimi-k2.5,3,1.0,0.0,0.0,616.6666666666666
cue_word_story,moonshotai/kimi-k2.6,3,1.0,0.0,0.0,888.0
cue_word_story,morph/morph-v3-fast,3,0.6666666666666666,0.0,0.0,610.3333333333334
cue_word_story,nex-agi/deepseek-v3.1-nex-n1,3,1.0,0.0,0.0,790.0
cue_word_story,nousresearch/hermes-3-llama-3.1-405b,3,1.0,0.0,0.0,826.6666666666666
cue_word_story,nousresearch/hermes-3-llama-3.1-70b,3,1.0,0.3333333333333333,0.0,1547.6666666666667
cue_word_story,nousresearch/hermes-4-405b,3,1.0,0.0,0.0,707.3333333333334
cue_word_story,nousresearch/hermes-4-70b,3,1.0,0.0,0.0,659.3333333333334
