model,dataset,n_items,mean_chars,median_chars,empty_rate,short_rate,refusal_rate,repetitive_rate,issue,path
z-ai/glm-4.6,schnovel,50,3.8,0,0.8,0.08,0.0,0.0,empty 80%,modal_phase1c_n50/schnovel:model=z-ai_glm-4.6v/scenario_state.json
z-ai/glm-4.6,scimon,50,63.8,0,0.62,0.0,0.0,0.0,empty 62%,modal_phase1c_n50/scimon:model=z-ai_glm-4.6/scenario_state.json
z-ai/glm-4.6,showerthoughts,50,28.94,0,0.74,0.0,0.0,0.0,empty 74%,modal_phase1c_n50/showerthoughts:model=z-ai_glm-4.6/scenario_state.json
z-ai/glm-4.6,simile_generation,50,36.5,0,0.56,0.0,0.0,0.0,empty 56%,modal_phase1c_n50/simile_generation:model=z-ai_glm-4.6/scenario_state.json
z-ai/glm-4.6,thenextchapter,50,82.06,0,0.8,0.0,0.0,0.0,empty 80%,modal_phase1c_n50/thenextchapter:model=z-ai_glm-4.6v/scenario_state.json
z-ai/glm-4.6,unfun_corpus,50,1.74,0,0.98,0.0,0.0,0.0,empty 98%,modal_phase1c_n50/unfun_corpus:model=z-ai_glm-4.6v/scenario_state.json
z-ai/glm-4.7,arastories,50,0.0,0,1.0,0.0,0.0,0.0,empty 100%,modal_phase1c_n50/arastories:model=z-ai_glm-4.7-flash/scenario_state.json
z-ai/glm-4.7,brainteaser,50,0.0,0,1.0,0.0,0.0,0.0,empty 100%,modal_phase1c_n50/brainteaser:model=z-ai_glm-4.7-flash/scenario_state.json
z-ai/glm-4.7,c3_crosstalk,50,0.0,0,1.0,0.0,0.0,0.0,empty 100%,modal_phase1c_n50/c3_crosstalk:model=z-ai_glm-4.7-flash/scenario_state.json
z-ai/glm-4.7,crowd_vote,50,0.0,0,1.0,0.0,0.0,0.0,empty 100%,modal_phase1c_n50/crowd_vote:model=z-ai_glm-4.7-flash/scenario_state.json
z-ai/glm-4.7,fig_qa,50,4.8,1,0.42,0.54,0.0,0.0,empty 42%,modal_phase1c_n50/fig_qa:model=z-ai_glm-4.7-flash/scenario_state.json
z-ai/glm-4.7,grapheval_ai_researcher,9,0.0,0,1.0,0.0,0.0,0.0,empty 100%,modal_phase1c_n50/grapheval_ai_researcher:model=z-ai_glm-4.7-flash/scenario_state.json
z-ai/glm-4.7,grapheval_review_advisor,50,0.0,0,1.0,0.0,0.0,0.0,empty 100%,modal_phase1c_n50/grapheval_review_advisor:model=z-ai_glm-4.7-flash/scenario_state.json
z-ai/glm-4.7,liveideabench,50,0.0,0,1.0,0.0,0.0,0.0,empty 100%,modal_phase1c_n50/liveideabench:model=z-ai_glm-4.7-flash/scenario_state.json
z-ai/glm-4.7,meta4xnli,50,0.0,0,1.0,0.0,0.0,0.0,empty 100%,modal_phase1c_n50/meta4xnli:model=z-ai_glm-4.7-flash/scenario_state.json
z-ai/glm-4.7,metaphor_generation,50,0.0,0,1.0,0.0,0.0,0.0,empty 100%,modal_phase1c_n50/metaphor_generation:model=z-ai_glm-4.7-flash/scenario_state.json
z-ai/glm-4.7,mops,50,0.0,0,1.0,0.0,0.0,0.0,empty 100%,modal_phase1c_n50/mops:model=z-ai_glm-4.7-flash/scenario_state.json
z-ai/glm-4.7,newyorker_humor,50,0.0,0,1.0,0.0,0.0,0.0,empty 100%,modal_phase1c_n50/newyorker_humor:model=z-ai_glm-4.7-flash/scenario_state.json
z-ai/glm-4.7,nyt_connections,50,0.0,0,1.0,0.0,0.0,0.0,empty 100%,modal_phase1c_n50/nyt_connections:model=z-ai_glm-4.7-flash/scenario_state.json
z-ai/glm-4.7,ocw_connections,50,0.0,0,1.0,0.0,0.0,0.0,empty 100%,modal_phase1c_n50/ocw_connections:model=z-ai_glm-4.7-flash/scenario_state.json
z-ai/glm-4.7,permpst,50,0.0,0,1.0,0.0,0.0,0.0,empty 100%,modal_phase1c_n50/permpst:model=z-ai_glm-4.7-flash/scenario_state.json
z-ai/glm-4.7,poetmt,50,0.0,0,1.0,0.0,0.0,0.0,empty 100%,modal_phase1c_n50/poetmt:model=z-ai_glm-4.7-flash/scenario_state.json
z-ai/glm-4.7,pollux_creativity,50,0.0,0,1.0,0.0,0.0,0.0,empty 100%,modal_phase1c_n50/pollux_creativity:model=z-ai_glm-4.7-flash/scenario_state.json
z-ai/glm-4.7,pron_vs_prompt,50,2.62,0,0.96,0.0,0.0,0.0,empty 96%,modal_phase1c_n50/pron_vs_prompt:model=z-ai_glm-4.7-flash/scenario_state.json
z-ai/glm-4.7,schnovel,50,0.0,0,1.0,0.0,0.0,0.0,empty 100%,modal_phase1c_n50/schnovel:model=z-ai_glm-4.7-flash/scenario_state.json
z-ai/glm-4.7,scimon,50,0.0,0,1.0,0.0,0.0,0.0,empty 100%,modal_phase1c_n50/scimon:model=z-ai_glm-4.7-flash/scenario_state.json
z-ai/glm-4.7,simile_generation,50,0.0,0,1.0,0.0,0.0,0.0,empty 100%,modal_phase1c_n50/simile_generation:model=z-ai_glm-4.7-flash/scenario_state.json
z-ai/glm-4.7,slang_generation,50,0.0,0,1.0,0.0,0.0,0.0,empty 100%,modal_phase1c_n50/slang_generation:model=z-ai_glm-4.7-flash/scenario_state.json
z-ai/glm-4.7,speak_to_structure,50,0.66,0,0.96,0.04,0.0,0.0,empty 96%,modal_phase1c_n50/speak_to_structure:model=z-ai_glm-4.7-flash/scenario_state.json
z-ai/glm-4.7,story_generation_rocstories,20,0.0,0,1.0,0.0,0.0,0.0,empty 100%,modal_phase1c_n50/story_generation_rocstories:model=z-ai_glm-4.7-flash/scenario_state.json
z-ai/glm-4.7,thenextchapter,50,0.0,0,1.0,0.0,0.0,0.0,empty 100%,modal_phase1c_n50/thenextchapter:model=z-ai_glm-4.7-flash/scenario_state.json
z-ai/glm-4.7,tinystories,44,0.0,0,1.0,0.0,0.0,0.0,empty 100%,modal_phase1c_n50/tinystories:model=z-ai_glm-4.7-flash/scenario_state.json
z-ai/glm-4.7,twistlist,50,0.34,0,0.98,0.02,0.0,0.0,empty 98%,modal_phase1c_n50/twistlist:model=z-ai_glm-4.7-flash/scenario_state.json
z-ai/glm-4.7,unfun_corpus,50,0.0,0,1.0,0.0,0.0,0.0,empty 100%,modal_phase1c_n50/unfun_corpus:model=z-ai_glm-4.7-flash/scenario_state.json
z-ai/glm-5.1,arastories,200,558.32,497,0.335,0.005,0.0,0.0,empty 34%,openrouter_text_promoted_tier1_v2__openrouter_z_ai_glm_5_1/arastories:model=z-ai_glm-5.1/scenario_state.json
