scenario,model_id,run_suite,n_items,mean_chars,median_chars,min_chars,empty_rate,short_rate,refusal_rate,truncated_rate,finish_none_rate,repetitive_rate,fr_dist,path,n_flag_axes,flag
amuse_chord_generation,google_gemini-3-flash-preview,direct_google_gemini_reset_textcore_v1__google_gemini_3_flash_preview,200,490.21,493,272,0.0,0.0,0.0,0.0,0.0,0.005,{'stop': 200},direct_google_gemini_reset_textcore_v1__google_gemini_3_flash_preview/amuse_chord_generation:model=google_gemini-3-flash-preview/scenario_state.json,0,False
lcc_metaphor,mistralai_ministral-3b-2512,openrouter_mm_promoted_scale_textcore_v1__openrouter_mistralai_ministral_3b_2512,200,3.62,3,2,0.0,0.995,0.0,0.0,1.0,0.0,{'None': 200},openrouter_mm_promoted_scale_textcore_v1__openrouter_mistralai_ministral_3b_2512/lcc_metaphor:model=mistralai_ministral-3b-2512/scenario_state.json,2,True
munch,moonshotai_kimi-k2,openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2,200,1.0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,{'None': 200},openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2/munch:model=moonshotai_kimi-k2/scenario_state.json,2,True
metaphoric_analogies,moonshotai_kimi-k2,openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2,200,64.34,42,7,0.0,0.29,0.0,0.0,0.0,0.0,{'stop': 200},openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2/metaphoric_analogies:model=moonshotai_kimi-k2/scenario_state.json,0,False
balancecc_prompt_generation,moonshotai_kimi-k2,openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2,200,196.925,194,60,0.0,0.0,0.0,0.0,1.0,0.0,{'None': 200},openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2/balancecc_prompt_generation:model=moonshotai_kimi-k2/scenario_state.json,1,True
geo_story,google_gemma-3-27b-it,openrouter_mm_promoted_scale_textcore_v1__openrouter_google_gemma_3_27b_it,200,2197.485,2195,1912,0.0,0.0,0.0,1.0,0.0,0.0,{'length': 200},openrouter_mm_promoted_scale_textcore_v1__openrouter_google_gemma_3_27b_it/geo_story:model=google_gemma-3-27b-it/scenario_state.json,0,False
thenextchapter,moonshotai_kimi-k2,openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2,200,460.1,443,173,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 200},openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2/thenextchapter:model=moonshotai_kimi-k2/scenario_state.json,0,False
humor_transfer,moonshotai_kimi-k2-0905,openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2_0905,200,9.36,9,5,0.0,0.95,0.0,0.0,1.0,0.0,{'None': 200},openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2_0905/humor_transfer:model=moonshotai_kimi-k2-0905/scenario_state.json,2,True
lcc_metaphor,moonshotai_kimi-k2,openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2,200,4.795,3,2,0.0,0.995,0.0,0.0,1.0,0.0,{'None': 200},openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2/lcc_metaphor:model=moonshotai_kimi-k2/scenario_state.json,2,True
riddlesense,moonshotai_kimi-k2,openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2,200,1.0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,{'stop': 200},openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2/riddlesense:model=moonshotai_kimi-k2/scenario_state.json,1,True
yesbut,google_gemini-2.5-flash-lite,big_g_google_flash_lite_completion_v1,200,157.76,153,86,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 200},big_g_google_flash_lite_completion_v1/yesbut:model=google_gemini-2.5-flash-lite/scenario_state.json,0,False
meta4xnli,mistralai_ministral-3b-2512,openrouter_mm_promoted_scale_textcore_v1__openrouter_mistralai_ministral_3b_2512,200,8.055,10,1,0.0,0.995,0.0,0.005,0.0,0.0,"{'stop': 199, 'length': 1}",openrouter_mm_promoted_scale_textcore_v1__openrouter_mistralai_ministral_3b_2512/meta4xnli:model=mistralai_ministral-3b-2512/scenario_state.json,1,True
creatset,google_gemini-3-flash-preview,direct_google_gemini_reset_textcore_v1__google_gemini_3_flash_preview,200,484.705,611,9,0.0,0.07,0.0,0.505,0.0,0.0,"{'length': 101, 'stop': 99}",direct_google_gemini_reset_textcore_v1__google_gemini_3_flash_preview/creatset:model=google_gemini-3-flash-preview/scenario_state.json,0,False
humor_transfer,moonshotai_kimi-k2,openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2,200,8.28,9,5,0.0,1.0,0.0,0.0,1.0,0.0,{'None': 200},openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2/humor_transfer:model=moonshotai_kimi-k2/scenario_state.json,2,True
sonnet_or_not_bot,moonshotai_kimi-k2,openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2,200,5.855,6,1,0.0,0.975,0.0,0.0,0.0,0.0,{'stop': 200},openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2/sonnet_or_not_bot:model=moonshotai_kimi-k2/scenario_state.json,1,True
future_ideas,mistralai_mistral-large-2411,openrouter_text_promoted_scale_v1__openrouter_mistralai_mistral_large_2411,200,3944.97,4015,2482,0.0,0.0,0.0,0.495,0.0,0.0,"{'length': 99, 'stop': 101}",openrouter_text_promoted_scale_v1__openrouter_mistralai_mistral_large_2411/future_ideas:model=mistralai_mistral-large-2411/scenario_state.json,0,False
ocw_connections,moonshotai_kimi-k2,openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2,200,366.85,328,250,0.0,0.0,0.0,0.01,0.0,0.0,"{'stop': 198, 'length': 2}",openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2/ocw_connections:model=moonshotai_kimi-k2/scenario_state.json,0,False
puntuguese,moonshotai_kimi-k2,openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2,200,4.925,6,1,0.0,1.0,0.0,0.04,0.0,0.0,"{'stop': 192, 'length': 8}",openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2/puntuguese:model=moonshotai_kimi-k2/scenario_state.json,1,True
llm4biohypogen_gpt35_seen,moonshotai_kimi-k2,openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2,200,722.1,725,15,0.0,0.005,0.0,0.0,0.0,0.0,{'stop': 200},openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2/llm4biohypogen_gpt35_seen:model=moonshotai_kimi-k2/scenario_state.json,0,False
nyt_connections,moonshotai_kimi-k2,openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2,200,112.115,111,81,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 200},openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2/nyt_connections:model=moonshotai_kimi-k2/scenario_state.json,0,False
data_narrative,moonshotai_kimi-k2,openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2,200,627.285,588,279,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 200},openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2/data_narrative:model=moonshotai_kimi-k2/scenario_state.json,0,False
outline_to_story,xiaomi_mimo-v2.5-pro,openrouter_text_promoted_reset_v1__openrouter_xiaomi_mimo_v2_5_pro,200,2468.375,2649,0,0.03,0.0,0.005,0.38,0.0,0.0,"{'length': 76, 'stop': 124}",openrouter_text_promoted_reset_v1__openrouter_xiaomi_mimo_v2_5_pro/outline_to_story:model=xiaomi_mimo-v2.5-pro/scenario_state.json,0,False
liveideabench,moonshotai_kimi-k2-0905,openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2_0905,200,460.52,462,2,0.0,0.005,0.0,0.0,0.005,0.0,"{'stop': 199, 'None': 1}",openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2_0905/liveideabench:model=moonshotai_kimi-k2-0905/scenario_state.json,0,False
nyt_connections,mistralai_mistral-medium-3,openrouter_text_promoted_scale_v1__openrouter_mistralai_mistral_medium_3,200,114.425,113,72,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 200},openrouter_text_promoted_scale_v1__openrouter_mistralai_mistral_medium_3/nyt_connections:model=mistralai_mistral-medium-3/scenario_state.json,0,False
brainteaser,google_gemini-3-flash-preview,direct_google_gemini_reset_textcore_v1__google_gemini_3_flash_preview,200,0.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,{'length': 200},direct_google_gemini_reset_textcore_v1__google_gemini_3_flash_preview/brainteaser:model=google_gemini-3-flash-preview/scenario_state.json,1,True
data_narrative,qwen_qwen-turbo,openrouter_text_promoted_scale_v1__openrouter_qwen_qwen_turbo,200,792.865,785,60,0.0,0.0,0.0,0.0,0.01,0.0,"{'stop': 198, 'None': 2}",openrouter_text_promoted_scale_v1__openrouter_qwen_qwen_turbo/data_narrative:model=qwen_qwen-turbo/scenario_state.json,0,False
yesbut,mistralai_mistral-large-2512,openrouter_mm_promoted_scale_mmext_v1__openrouter_mistralai_mistral_large_2512,200,214.43,180,102,0.0,0.0,0.0,0.0,1.0,0.0,{'None': 200},openrouter_mm_promoted_scale_mmext_v1__openrouter_mistralai_mistral_large_2512/yesbut:model=mistralai_mistral-large-2512/scenario_state.json,1,True
twistlist,qwen_qwen3.5-35b-a3b,openrouter_mm_promoted_scale_textcore_v1__openrouter_qwen_qwen3_5_35b_a3b,200,121.99,76,20,0.0,0.0,0.0,0.0,0.0,0.01,{'stop': 200},openrouter_mm_promoted_scale_textcore_v1__openrouter_qwen_qwen3_5_35b_a3b/twistlist:model=qwen_qwen3.5-35b-a3b/scenario_state.json,0,False
alpaca_eval_2,alpindale_goliath-120b,openrouter_text_promoted_scale_v1__openrouter_alpindale_goliath_120b,200,1888.895,1972,5,0.0,0.025,0.01,0.065,0.0,0.025,"{'stop': 187, 'length': 13}",openrouter_text_promoted_scale_v1__openrouter_alpindale_goliath_120b/alpaca_eval_2:model=alpindale_goliath-120b/scenario_state.json,0,False
meta4xnli,qwen_qwen-vl-plus,openrouter_text_promoted_scale_v1__openrouter_qwen_qwen_vl_plus,200,13.45,13,10,0.0,1.0,0.0,0.0,0.0,0.0,{'stop': 200},openrouter_text_promoted_scale_v1__openrouter_qwen_qwen_vl_plus/meta4xnli:model=qwen_qwen-vl-plus/scenario_state.json,1,True
esp_dataset,mistralai_ministral-8b-2512,openrouter_mm_promoted_scale_mmext_v1__openrouter_mistralai_ministral_8b_2512,200,215.125,164,26,0.0,0.0,0.0,0.0,1.0,0.0,{'None': 200},openrouter_mm_promoted_scale_mmext_v1__openrouter_mistralai_ministral_8b_2512/esp_dataset:model=mistralai_ministral-8b-2512/scenario_state.json,1,True
esp_dataset,mistralai_mistral-large-2512,openrouter_mm_promoted_scale_mmext_v1__openrouter_mistralai_mistral_large_2512,200,261.715,187,40,0.0,0.0,0.0,0.0,1.0,0.0,{'None': 200},openrouter_mm_promoted_scale_mmext_v1__openrouter_mistralai_mistral_large_2512/esp_dataset:model=mistralai_mistral-large-2512/scenario_state.json,1,True
riddlesense,xiaomi_mimo-v2.5,openrouter_text_promoted_scale_v1__openrouter_xiaomi_mimo_v2_5,200,1.54,1,1,0.0,1.0,0.0,0.69,0.0,0.0,"{'length': 138, 'stop': 62}",openrouter_text_promoted_scale_v1__openrouter_xiaomi_mimo_v2_5/riddlesense:model=xiaomi_mimo-v2.5/scenario_state.json,1,True
creativemath,moonshotai_kimi-k2,openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2,200,1639.52,1524,285,0.0,0.0,0.0,0.145,0.0,0.02,"{'stop': 171, 'length': 29}",openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2/creativemath:model=moonshotai_kimi-k2/scenario_state.json,0,False
alpaca_eval_2,moonshotai_kimi-k2,openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2,200,1959.525,1723,4,0.0,0.015,0.0,0.16,0.0,0.14,"{'length': 32, 'stop': 168}",openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2/alpaca_eval_2:model=moonshotai_kimi-k2/scenario_state.json,0,False
grapheval_review_advisor,morph_morph-v3-fast,openrouter_text_promoted_scale_v1__openrouter_morph_morph_v3_fast,200,32.0,32,32,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 200},openrouter_text_promoted_scale_v1__openrouter_morph_morph_v3_fast/grapheval_review_advisor:model=morph_morph-v3-fast/scenario_state.json,0,False
ocw,xiaomi_mimo-v2.5,openrouter_text_promoted_scale_v1__openrouter_xiaomi_mimo_v2_5,200,233.275,156,88,0.0,0.0,0.0,0.155,0.0,0.0,"{'stop': 169, 'length': 31}",openrouter_text_promoted_scale_v1__openrouter_xiaomi_mimo_v2_5/ocw:model=xiaomi_mimo-v2.5/scenario_state.json,0,False
munch,minimax_minimax-01,openrouter_mm_promoted_scale_textcore_v1__openrouter_minimax_minimax_01,200,13.52,17,1,0.0,1.0,0.0,0.0,1.0,0.0,{'None': 200},openrouter_mm_promoted_scale_textcore_v1__openrouter_minimax_minimax_01/munch:model=minimax_minimax-01/scenario_state.json,2,True
meta4xnli,minimax_minimax-01,openrouter_mm_promoted_scale_textcore_v1__openrouter_minimax_minimax_01,200,1.98,1,1,0.0,0.995,0.0,0.005,0.0,0.0,"{'stop': 199, 'length': 1}",openrouter_mm_promoted_scale_textcore_v1__openrouter_minimax_minimax_01/meta4xnli:model=minimax_minimax-01/scenario_state.json,1,True
arastories,qwen_qwen3.5-9b,openrouter_text_promoted_scale_v1__openrouter_qwen_qwen3_5_9b,200,1327.35,1348,684,0.0,0.0,0.0,0.88,0.0,0.01,"{'stop': 24, 'length': 176}",openrouter_text_promoted_scale_v1__openrouter_qwen_qwen3_5_9b/arastories:model=qwen_qwen3.5-9b/scenario_state.json,0,False
scar,mistralai_mistral-medium-3,openrouter_text_promoted_scale_v1__openrouter_mistralai_mistral_medium_3,200,1129.65,1083,488,0.0,0.0,0.0,0.005,0.0,0.0,"{'stop': 199, 'length': 1}",openrouter_text_promoted_scale_v1__openrouter_mistralai_mistral_medium_3/scar:model=mistralai_mistral-medium-3/scenario_state.json,0,False
chinese_homophonic_puns,minimax_minimax-01,openrouter_mm_promoted_scale_textcore_v1__openrouter_minimax_minimax_01,200,2.375,2,1,0.0,1.0,0.0,0.0,1.0,0.0,{'None': 200},openrouter_mm_promoted_scale_textcore_v1__openrouter_minimax_minimax_01/chinese_homophonic_puns:model=minimax_minimax-01/scenario_state.json,2,True
riddlesense,ai21_jamba-large-1.7,openrouter_text_promoted_scale_v1__openrouter_ai21_jamba_large_1_7,200,2.0,2,2,0.0,1.0,0.0,0.0,0.0,0.0,{'stop': 200},openrouter_text_promoted_scale_v1__openrouter_ai21_jamba_large_1_7/riddlesense:model=ai21_jamba-large-1.7/scenario_state.json,1,True
unfun_corpus,morph_morph-v3-fast,openrouter_text_promoted_scale_v1__openrouter_morph_morph_v3_fast,200,57.415,57,16,0.0,0.05,0.0,0.0,1.0,0.0,{'None': 200},openrouter_text_promoted_scale_v1__openrouter_morph_morph_v3_fast/unfun_corpus:model=morph_morph-v3-fast/scenario_state.json,1,True
humor_transfer,ai21_jamba-large-1.7,openrouter_text_promoted_scale_v1__openrouter_ai21_jamba_large_1_7,200,36.31,36,17,0.0,0.005,0.0,0.0,1.0,0.0,{'None': 200},openrouter_text_promoted_scale_v1__openrouter_ai21_jamba_large_1_7/humor_transfer:model=ai21_jamba-large-1.7/scenario_state.json,1,True
critics_story,google_gemini-2.5-flash,big_g_google_launch_v3__google_gemini_2_5_flash,200,2270.775,2371,0,0.005,0.0,0.0,0.59,0.005,0.0,"{'length': 118, 'stop': 81, 'None': 1}",big_g_google_launch_v3__google_gemini_2_5_flash/critics_story:model=google_gemini-2.5-flash/scenario_state.json,0,False
ttcw,qwen_qwen-turbo,openrouter_text_promoted_scale_v1__openrouter_qwen_qwen_turbo,200,868.395,826,406,0.0,0.0,0.0,0.055,0.0,0.0,"{'stop': 189, 'length': 11}",openrouter_text_promoted_scale_v1__openrouter_qwen_qwen_turbo/ttcw:model=qwen_qwen-turbo/scenario_state.json,0,False
creativemath,google_gemini-2.5-flash,big_g_google_launch_v3__google_gemini_2_5_flash,200,2006.795,2048,292,0.0,0.0,0.0,0.555,0.0,0.0,"{'stop': 89, 'length': 111}",big_g_google_launch_v3__google_gemini_2_5_flash/creativemath:model=google_gemini-2.5-flash/scenario_state.json,0,False
mars,mistralai_ministral-8b-2512,openrouter_mm_promoted_scale_mmext_v1__openrouter_mistralai_ministral_8b_2512,200,130.27,140,16,0.0,0.1,0.0,0.0,1.0,0.0,{'None': 200},openrouter_mm_promoted_scale_mmext_v1__openrouter_mistralai_ministral_8b_2512/mars:model=mistralai_ministral-8b-2512/scenario_state.json,1,True
yesbut,mistralai_ministral-8b-2512,openrouter_mm_promoted_scale_mmext_v1__openrouter_mistralai_ministral_8b_2512,200,126.925,125,57,0.0,0.0,0.0,0.0,1.0,0.0,{'None': 200},openrouter_mm_promoted_scale_mmext_v1__openrouter_mistralai_ministral_8b_2512/yesbut:model=mistralai_ministral-8b-2512/scenario_state.json,1,True
irfl,mistralai_ministral-8b-2512,openrouter_mm_promoted_scale_mmext_v1__openrouter_mistralai_ministral_8b_2512,200,8.53,1,1,0.0,0.8,0.0,0.205,0.0,0.0,"{'stop': 159, 'length': 41}",openrouter_mm_promoted_scale_mmext_v1__openrouter_mistralai_ministral_8b_2512/irfl:model=mistralai_ministral-8b-2512/scenario_state.json,0,False
thenextchapter,qwen_qwen3.5-27b,openrouter_text_promoted_scale_v1__openrouter_qwen_qwen3_5_27b,200,428.69,430,301,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 200},openrouter_text_promoted_scale_v1__openrouter_qwen_qwen3_5_27b/thenextchapter:model=qwen_qwen3.5-27b/scenario_state.json,0,False
arn,moonshotai_kimi-k2-0905,openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2_0905,200,274.62,286,133,0.0,0.0,0.0,0.5,0.0,0.0,"{'length': 100, 'stop': 100}",openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2_0905/arn:model=moonshotai_kimi-k2-0905/scenario_state.json,0,False
ss_gen,moonshotai_kimi-k2,openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2,200,1149.285,1155,596,0.0,0.0,0.0,0.01,0.0,0.005,"{'stop': 198, 'length': 2}",openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2/ss_gen:model=moonshotai_kimi-k2/scenario_state.json,0,False
twistlist,baidu_ernie-4.5-vl-424b-a47b,openrouter_mm_promoted_scale_textcore_v1__openrouter_baidu_ernie_4_5_vl_424b_a47b,200,215.665,159,53,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 200},openrouter_mm_promoted_scale_textcore_v1__openrouter_baidu_ernie_4_5_vl_424b_a47b/twistlist:model=baidu_ernie-4.5-vl-424b-a47b/scenario_state.json,0,False
geo_story,moonshotai_kimi-k2,openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2,200,2168.195,2193,50,0.0,0.0,0.0,0.99,0.0,0.0,"{'length': 198, 'stop': 2}",openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2/geo_story:model=moonshotai_kimi-k2/scenario_state.json,0,False
outline_to_story,google_gemini-2.5-flash,big_g_google_launch_v3__google_gemini_2_5_flash,200,2612.16,2526,630,0.0,0.0,0.0,0.035,0.0,0.0,"{'stop': 193, 'length': 7}",big_g_google_launch_v3__google_gemini_2_5_flash/outline_to_story:model=google_gemini-2.5-flash/scenario_state.json,0,False
irfl,google_gemini-2.5-flash,big_g_google_launch_v2__google_gemini_2_5_flash,200,36.375,42,1,0.0,0.13,0.0,0.87,0.0,0.0,"{'length': 174, 'stop': 26}",big_g_google_launch_v2__google_gemini_2_5_flash/irfl:model=google_gemini-2.5-flash/scenario_state.json,0,False
infochartqa,google_gemini-2.5-flash,big_g_google_launch_v2__google_gemini_2_5_flash,200,18.07,5,1,0.0,0.835,0.0,0.0,0.0,0.0,{'stop': 200},big_g_google_launch_v2__google_gemini_2_5_flash/infochartqa:model=google_gemini-2.5-flash/scenario_state.json,1,True
chinese_homophonic_puns,google_gemini-2.5-flash,big_g_google_launch_v2__google_gemini_2_5_flash,200,1.87,2,1,0.0,1.0,0.0,0.0,0.0,0.0,{'stop': 200},big_g_google_launch_v2__google_gemini_2_5_flash/chinese_homophonic_puns:model=google_gemini-2.5-flash/scenario_state.json,1,True
mars,mistralai_mistral-large-2512,openrouter_mm_promoted_scale_mmext_v1__openrouter_mistralai_mistral_large_2512,200,151.28,174,29,0.0,0.0,0.0,0.0,1.0,0.0,{'None': 200},openrouter_mm_promoted_scale_mmext_v1__openrouter_mistralai_mistral_large_2512/mars:model=mistralai_mistral-large-2512/scenario_state.json,1,True
fig_qa,morph_morph-v3-fast,openrouter_text_promoted_scale_v1__openrouter_morph_morph_v3_fast,200,835.105,832,790,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 200},openrouter_text_promoted_scale_v1__openrouter_morph_morph_v3_fast/fig_qa:model=morph_morph-v3-fast/scenario_state.json,0,False
showerthoughts,qwen_qwen3.5-35b-a3b,openrouter_mm_promoted_scale_textcore_v1__openrouter_qwen_qwen3_5_35b_a3b,200,210.135,211,67,0.0,0.0,0.0,0.0,1.0,0.0,{'None': 200},openrouter_mm_promoted_scale_textcore_v1__openrouter_qwen_qwen3_5_35b_a3b/showerthoughts:model=qwen_qwen3.5-35b-a3b/scenario_state.json,1,True
puzzleworld,mistralai_mistral-medium-3.1,openrouter_mm_promoted_scale_mmext_v1__openrouter_mistralai_mistral_medium_3_1,200,5520.375,4018,1433,0.0,0.0,0.0,0.13,0.0,0.005,"{'stop': 172, 'length': 26, 'error': 2}",openrouter_mm_promoted_scale_mmext_v1__openrouter_mistralai_mistral_medium_3_1/puzzleworld:model=mistralai_mistral-medium-3.1/scenario_state.json,0,False
futuregen,moonshotai_kimi-k2,openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2,200,498.085,495,233,0.0,0.0,0.0,0.0,1.0,0.0,{'None': 200},openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2/futuregen:model=moonshotai_kimi-k2/scenario_state.json,1,True
infochartqa,mistralai_mistral-large-2512,openrouter_mm_promoted_scale_mmext_v1__openrouter_mistralai_mistral_large_2512,200,36.07,7,1,0.0,0.695,0.0,0.0,1.0,0.0,{'None': 200},openrouter_mm_promoted_scale_mmext_v1__openrouter_mistralai_mistral_large_2512/infochartqa:model=mistralai_mistral-large-2512/scenario_state.json,1,True
critics_story,moonshotai_kimi-k2,openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2,200,1279.965,1290,529,0.0,0.0,0.0,0.005,0.0,0.0,"{'stop': 199, 'length': 1}",openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2/critics_story:model=moonshotai_kimi-k2/scenario_state.json,0,False
infochartqa,mistralai_ministral-8b-2512,openrouter_mm_promoted_scale_mmext_v1__openrouter_mistralai_ministral_8b_2512,200,17.62,5,1,0.0,0.815,0.0,0.0,1.0,0.0,{'None': 200},openrouter_mm_promoted_scale_mmext_v1__openrouter_mistralai_ministral_8b_2512/infochartqa:model=mistralai_ministral-8b-2512/scenario_state.json,2,True
nyt_connections,qwen_qwen3.5-35b-a3b,openrouter_mm_promoted_scale_textcore_v1__openrouter_qwen_qwen3_5_35b_a3b,200,113.415,112,61,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 200},openrouter_mm_promoted_scale_textcore_v1__openrouter_qwen_qwen3_5_35b_a3b/nyt_connections:model=qwen_qwen3.5-35b-a3b/scenario_state.json,0,False
irfl,mistralai_mistral-large-2512,openrouter_mm_promoted_scale_mmext_v1__openrouter_mistralai_mistral_large_2512,200,1.145,1,1,0.0,0.995,0.0,0.005,0.0,0.0,"{'stop': 199, 'length': 1}",openrouter_mm_promoted_scale_mmext_v1__openrouter_mistralai_mistral_large_2512/irfl:model=mistralai_mistral-large-2512/scenario_state.json,1,True
alpaca_eval_2,bytedance-seed_seed-2.0-lite,openrouter_mm_promoted_scale_textcore_v1__openrouter_bytedance_seed_seed_2_0_lite,200,2332.54,2250,0,0.005,0.005,0.005,0.095,0.005,0.015,"{'stop': 180, 'length': 19, 'None': 1}",openrouter_mm_promoted_scale_textcore_v1__openrouter_bytedance_seed_seed_2_0_lite/alpaca_eval_2:model=bytedance-seed_seed-2.0-lite/scenario_state.json,0,False
hummus,moonshotai_kimi-k2-0905,openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2_0905,200,11.605,6,2,0.0,0.98,0.0,0.0,0.0,0.0,{'stop': 200},openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2_0905/hummus:model=moonshotai_kimi-k2-0905/scenario_state.json,1,True
showerthoughts,moonshotai_kimi-k2,openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2,200,126.015,124,52,0.0,0.0,0.0,0.0,1.0,0.0,{'None': 200},openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2/showerthoughts:model=moonshotai_kimi-k2/scenario_state.json,1,True
arn,qwen_qwen3-30b-a3b-thinking-2507,openrouter_text_promoted_scale_v1__openrouter_qwen_qwen3_30b_a3b_thinking_2507,200,299.39,306,165,0.0,0.0,0.0,0.65,0.0,0.0,"{'length': 130, 'stop': 70}",openrouter_text_promoted_scale_v1__openrouter_qwen_qwen3_30b_a3b_thinking_2507/arn:model=qwen_qwen3-30b-a3b-thinking-2507/scenario_state.json,0,False
brainteaser,mistralai_mistral-small-creative,openrouter_text_promoted_scale_v1__openrouter_mistralai_mistral_small_creative,200,1.0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,{'stop': 200},openrouter_text_promoted_scale_v1__openrouter_mistralai_mistral_small_creative/brainteaser:model=mistralai_mistral-small-creative/scenario_state.json,1,True
pollux_creativity,baidu_ernie-4.5-300b-a47b,openrouter_text_promoted_scale_v1__openrouter_baidu_ernie_4_5_300b_a47b,200,1098.985,1227,42,0.0,0.0,0.0,0.755,0.0,0.0,"{'stop': 49, 'length': 151}",openrouter_text_promoted_scale_v1__openrouter_baidu_ernie_4_5_300b_a47b/pollux_creativity:model=baidu_ernie-4.5-300b-a47b/scenario_state.json,0,False
data_narrative,deepseek_deepseek-v3.2-exp,openrouter_text_promoted_scale_v1__openrouter_deepseek_deepseek_v3_2_exp,200,717.925,716,483,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 200},openrouter_text_promoted_scale_v1__openrouter_deepseek_deepseek_v3_2_exp/data_narrative:model=deepseek_deepseek-v3.2-exp/scenario_state.json,0,False
ss_gen,google_gemini-2.5-flash,big_g_google_flash_completion_v1,200,1259.34,1261,855,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 200},big_g_google_flash_completion_v1/ss_gen:model=google_gemini-2.5-flash/scenario_state.json,0,False
scar,xiaomi_mimo-v2.5-pro,openrouter_text_promoted_reset_v1__openrouter_xiaomi_mimo_v2_5_pro,200,100.315,93,0,0.07,0.0,0.0,0.075,0.0,0.0,"{'stop': 185, 'length': 15}",openrouter_text_promoted_reset_v1__openrouter_xiaomi_mimo_v2_5_pro/scar:model=xiaomi_mimo-v2.5-pro/scenario_state.json,0,False
future_ideas,google_gemini-2.5-flash,big_g_google_launch_v3__google_gemini_2_5_flash,200,4702.14,4751,3493,0.0,0.0,0.0,1.0,0.0,0.0,{'length': 200},big_g_google_launch_v3__google_gemini_2_5_flash/future_ideas:model=google_gemini-2.5-flash/scenario_state.json,0,False
