entity_type,entity_id,task,prompt_id,response,agc_judge_score,agc_judge_raw
human,human_039,Design,2,Make public transport cheaper; Design the roads better to allow more vehicles; give incentives for using different modes of transport; educate people on the environmental impact of driving; make the traffic system more efficient; encourage walking so it reduces traffic more; let certain people drive at certain times to create a more efficient system where less people drive at the same time; give money to people who are willing to drive less at peak hours,20,20
human,human_039,Design,3,"give incentives to encourage people to switch to renewable energy; promote renewable energy more; educate people about the benefits of renewable energy; make use of non renewable sources banned; phase out use of non renewable sources so people have to switch; hold a competition for people who only use renewable energy, so they want to win; lower price of renewable energy so it's cheaper/affordable; guilt trip people into needing to be sustainable",25,25
human,human_039,Metaphor,3,like peering into a shiny diamond,25,25
human,human_039,Metaphor,6,like peering into the sun,20,20
human,human_039,Metaphor,0,like a lions roar,20,20
human,human_039,Design,4,improve funding for charities that help do this work; Ask governments from other countries to fund access to clean water; encourage citizens to continue keeping water clean so the access to water continues; install water pumps/devices that give fresh water; Deliver bottled water when water isn't available; governments prioritise giving clean water access to places that don't have it; a funding campaign,20,20
human,human_039,SCTT,2,When were the planets first discovered?; What is the leading theory as to how earth appeared?; How many species of animal live on earth?; How did you learn to think like a human?; What was the process like for teaching the robot?; Is the robot efficient?; Is the robot biased?; Does the robot have a form of consciousness?; Does the robot form its own thoughts?,20,20
human,human_039,SCTT,3,Is it inhabitable?; Is it feasible for humans to live here eventually?; What is the temperature of the planet?; How old is the planet?; When was the planet first discovered and who discovered it?; Is there any form of life known to be on the planet?; Can you grow things on the planet?; How long does it take to reach the planet by space ship on average?; Is this planet safe to be on?,20,20
human,human_039,SCTT,1,"The animals/plants within the lake are different and therefore make the temperature of the lake different; One lake is man made and one is natural, so the environment/temperature of the lake is going to be different; Someone has added hot water to one lake, adjusting the temperature; It was snowing but it only landed in one lake",25,25
human,human_039,SCTT,0,"The stars are being obscured by something else in the sky; The stars might not have been stars anyway, i might have thought they were stars when it was a light from a building, a reflection etc; The stars are losing their brightness so appear to have gone",20,20
human,human_039,Metaphor,8,like being losrt in a pool,20,20
human,human_039,Metaphor,1,like laying on a cloud,20,20
human,human_039,Story,3,"i had picked out my outfit and was just finishing my makeup for the day. i peered into the mirror as i applied the gloss to my lips. i admired the shine and how my makeup made me feel more confident. i could see all the details of my face this close up, and i felt beautiful.",15,15
human,human_039,Story,4,"i walked along the path on the beach, next to my friend. she was the one who suggested we go for a walk and get some fresh air. i was thankful she suggested it because it was a gorgeous day and i needed to get out the house and clear my mind. the only frustrating thing was the sand i could feel in my shoe.",15,15
human,human_039,Story,1,"i arrived home to find my door was open. i was scared, because i knew i had locked it before leaving for the day. my heart was beating and my mind was racing. i quickly looked under my plant pot and discovered my spare key was missing. i knew someone must have taken it and they were now inside!",20,20
human,human_039,SCTT,4,What language do these people speak?; When did these people first come to the island?; What makes the people of this island unique compared to other islands?; What cultural traditions do these islanders have?; How do the islanders communicate?; How did the islanders learn to communicate in their chosen way?; How long have the islanders been communicating without verbal responses?; What features do these islanders have that may be different to other cultures?,20,20
human,human_039,Story,0,"i woke up today, excited to start the day. i knew i needed to plan my week so i started by putting together a list. i was even more excited because i bought new stationary over the weekend. i took my new pen, and my fancy new pad of paper, and started to write out my plan for the week.",15,15
human,human_039,Story,2,"i was having a great day in the woods, surrounded by nature and sunshine. i had already walked a long way but i saw a river in the distance that i wanted to go and dip my toes in to cool down. i noticed that there was a bridge leading to the river. all i needed to do now was cross the bridge.",15,15
human,human_040,AUT,3,planter pot; to cover and protect plants from frost; poke holes and create a watering can; poke holes and create a slow shower; use for a mold; collect berries out in the wild; use as a fish basket; wash clothes in it; as a seat upside down,30,30
human,human_040,AUT,1,can opener; spatula; screwdriver; get a splinter out; cut wood; mirror,20,20
human,human_040,AUT,4,"as a mitt; use on a stick as a wind sock; to cover a wound on human or animal; clean the floor with your feet; to carry items in, food or anything else that would fit; as a sos flag; a barter item; toilet p",30,30
human,human_040,AUT,0,door stop; step; heat in the fire and then put under a chair or bed to generate heat.; dress up as a doll; as a marker for distance,25,25
human,human_040,AUT,2,use for a sun dial; as a level; to draw in the dirt; hold hair in a bun; fly a kite; dig out dirt in tiny crevas,30,30
human,human_040,Design,1,Automatic chair lift for all stairs.; Escalator available for this; Elevator next to stairs; A job created just for helping people up the stairs.,20,20
human,human_040,Design,3,first you need to get people to accept it and not be greedy; people need to live without things to really appreciate it; it can't damage the environment; it can't cost people more money out of their pockets,20,20
human,human_040,Design,2,"Give trucks, all trucks a different route than cars; If people live within a 5 mile radius they should have to walk or use subway/bus; Direct walking pedestrians around or over or under streets so there is no waiting for pedestrians crossing the street.",25,25
human,human_040,Design,0,Healthy diet; deworm; mental exercises; vitamins and supplements; keep busy doing projects; create routines; have a memory buddy or assistant,20,20
human,human_040,Design,4,dig wells; store water in underground tanks; create a rain trap and trap some water that way,20,20
human,human_040,SCTT,1,One lake is deeper than the other.; One lake has a different bottom and reflexs the heat from the sun warming up the bottom.,25,25
human,human_040,Metaphor,6,strikes my eyes like lightning,20,20
human,human_040,Metaphor,3,a tv to view the world outside,30,30
human,human_040,Metaphor,8,a mystery in itself,20,20
human,human_040,Metaphor,0,The strong wind is knocking down trees like,20,20
human,human_040,SCTT,2,Can the robot learn to too much?; Will the robot start acting like a human?; Will the robot want to take over the world when it gets all the information?; Will the robot be trustworthy or decietful; Will the robot mass reproduce,20,20
human,human_040,SCTT,3,How long has it been there?; Is there oxygen to breath like earth?; Are there other inhabitants living on this planet and if so are they friend or foe?; Is there fresh water?; How big is the planet?; Is there day and night like Earth?,20,20
human,human_040,Story,0,today i took my paper and pen and stormed out of the building.  i figured i would get a better view of the world around me if i went where people were walking around.  i sat on the cold concrete and leaned my back up against the wall of a highrise in the city.  i just watched and learned how people were just people.  i began to write about how clueless people are on their surroundings.  what i found was people are locked into their phone and don't seem to care about what is going on around them.,25,25
human,human_040,SCTT,0,Clouds are rolling in slowly and covering up each star as they spread.; The shadow of the moon is blocking each star as it moves.; A spaceship that is not visible to the naked eye blends in with space and it passes before each star as it travels.,25,25
human,human_040,Story,2,many people say the bridge is unsafe.  i am not sure but i know i don't trust it enough to cross over it. the only way people get to the other side of the river is to walk across the shallow river.  the only way to get to the river is to hike down the steep cliff side and cross then climb up the other side.  this journey takes 2 days to complete.  but if you were to trust the bridge enough you can make it across in 5 minutes. you got to ask yourself do i trust the it?,25,25
human,human_041,Metaphor,0,blowing like my nans farts,20,20
human,human_040,SCTT,4,"How do they find food, what do they eat?; How they get fresh water?; Do they have a medicine man.; How old is the oldest living person of the tribe.; How do they comunicate?",20,20
human,human_040,Story,4,"i want to say i walk in the path of my grandmas footsteps, at least i try.  i want to know what it was like for her.  i want to know her struggles and learn how she would deal with lifes unpleasant moments.  i slip on her shoes, metaphorically and walk her path, feel her joy, pain and find gratitude in her accomplishments.  one being me, i am one of those accomplishments and there was a long journey she took for me to be here.",30,30
human,human_040,Metaphor,1,like sleeping on feathers,20,20
human,human_041,Metaphor,6,shining like the sun,15,15
human,human_040,Story,1,"the house on the end of the street has sat empty for 50 years.  the windows are all boarded up except for on at the ver top.  it looks like a scene from a horror movie but there is something that draws to it.  everday i just stand infront of this house and just look up at the unboarded window and wonder what its history is.  there is a way to get in, you have to enter the house and then look around to find a special key to the attic door. once you find the key you have to say a magic word before",25,25
human,human_040,Story,3,"there is another world most people don't know about.  i lies behind the face in the mirror.  you have to be willing to let go of everything you were ever taught and face it with an open mind.  you have to be completely open to what you will witness and not show fear this is the only way you will see the other world.  confidence and strength pulse through you as you stand infront of this mirro and stare at the face looking at you.  don't move not for a single moment,",25,25
human,human_041,Metaphor,8,like turning off the lights,15,15
human,human_041,Story,0,they instructed me to begin to write. i grabbed my pen and paper and got straight to work. the task seemed simple enough so i wasn't too worried. the more i tried to write the more i started to struggle.,15,15
human,human_041,Metaphor,3,as clear as an ice sheet,20,20
human,human_041,Metaphor,1,like sleeping on a cloud,20,20
human,human_041,Story,3,another day i wake up and have to face the day. i take a quick glance at my alarm clock and see to my shock i've missed my alarm and i should already be at work. i quickly get my clothes on and take a quick glance in the mirror to make sure i'm presentable. i head out the door while trying to call my boss with an excuse.,15,15
human,human_041,Story,1,i needed to open up the building. the problem is i can't find the key anywhere. i'm not sure what i've done with it. the door doesn't look very flimsy so i doubt i could kick it in.,15,15
human,human_042,AUT,0,piano/synth drone player; door stop; stepping stool; archimedes water displacement principle demonstration; painting surface for mural or graffiti; anti-nazi airbourne discouragement device; pair with a sock for an improptu mace; puddle,30,30
human,human_041,Story,2,the enemies were waiting on the other side of the river. there's a bridge we could use but it is heavily defended and seems vulnerable. we're going to have to find another way to cross that doesn't give up our position and gives us the element of surprise.,20,20
human,human_041,Story,4,i didn't come prepared for the walk today. i thought it would be nice out but the path is covered in mud. as soon as i stepped outside i dipped a shoe in it and had to retreat inside to change my footwear,20,20
human,human_042,AUT,2,hole punch; straw; dart; marking heights against a wall; silhouette drawing; hand/foot-print outlining; moustache/under-lip balancing; swordfight prop; guitar nut lubrication,30,30
human,human_042,AUT,1,cleaning fingernails; stabbing between fingers to show off dexterity; knife throwing; peeling vegetables; use the blade as a mirror; use the back side of the blade as a screwdriver; reacting the famous Crocodile Dundee scene; haircut,30,30
human,human_042,Design,2,replace four way stops with roundabouts (traffic circles); link up the traffic lights to allow for continuous movement on green along busiest routes; bus and cycle infrastructure to reduce reliance on private motor vehicles; free or subsidised public transport; enable multi-modal travel routes,30,30
human,human_042,Design,0,free or subsidised care plans/treatment; timed repetition flashcard tool/app for memory practise; research grants for interventions; training for carers around the issue to help people already suffering; text/email/alert reminders from family or friends,25,25
human,human_042,Design,1,stairlift installation; mandatory double handrails; wider and shallower stairs as standard; alternative options i.e. elevator for mobility impaired visitors; accessibility grants for private businesses to help cater to mobility impaired customers; accessibility standards for public buildings; improved surfacing to help with grip and slips,25,25
human,human_042,AUT,3,coffee table; stepping stool; centripetal force demonstration; showering/bathing tool; wear as a helmet; two buckets make good stilts; shopping basket; bike pannier rack,30,30
human,human_042,SCTT,0,something is blocking the light from those stars close to the earth i.e. moon/satellite; we're being Dyson sphered; aliens?!,25,25
human,human_042,Metaphor,8,icy cold,20,20
human,human_042,Metaphor,6,"an emerald, blue and clear and startlingly",20,20
human,human_042,Design,4,boring/well digging; education campaigns teaching about the health issues related to unclean water; water filtration provision; desalination projects; rain water storage; water reuse for irrigation to maximise potable water availability,20,20
human,human_042,AUT,4,sock puppet; hand warmer; flag; fake pants bulge for women pretending to be men; fake tie to impress a child; tail for fancy dress; impromptu towel for towel whipping; fold in on itself and have a distance throwing competition; slaps; darning practise,35,35
human,human_042,SCTT,2,"can it solve a CAPTCHA?; is it familiar with various mathematical constants, the exponential/pi/etc.?; can it reason?; does it consider that it has opinions/feelings/motivations?; does it have a name for itself?; does it understand how it came to be?; does it think it has a purpose?; what, if any, is it's opinion on the humans it knows and humanity in general?",25,25
human,human_042,SCTT,3,"What star(s) does it orbit?; What is it's comparative size compared to Earth?; What is the length of it's day/year?; Does it have natural satellites?; Does it have liquid water? Tides? A water cycle?; At what distance does it orbit it's star, in AU?; Does it have neighbouring planets, are they rocky or gas/ice giants?; does it have vulcanism?; does it have tectonics?; does it have native life?; is said life dangerous?; is said life intelligent?; what's the composi",20,20
human,human_042,SCTT,1,"one has a greater volume than another i.e. is deeper; They're physically distant from each other so one is in a warmer area, closer to the equator; They have a different in heights above sea level; The salinity or dissolved mineral content is different between lakes; Human or animal activity is heating one of them more than the other.",25,25
human,human_042,Metaphor,3,??,25,25
human,human_042,SCTT,4,can all the islanders communicate with each other? i.e. is it one shared language they use?; do they have an alphabet? or does each sign/artefact represent a word/syllable/idea; is it signed?; does it relate to known sign languages?; what is their grammar like?; can you learn basic words/ideas with the,20,20
human,human_042,Design,3,"tax breaks for solar/heat pump/etc. installation; local mandates for new builds to include renewable measures; financial disincentives for non-renewable energy; expedited ""red-tape"" applications for preferred renewable projects; install more electric vehicle charging points; public owned electric bike/scooter network",30,30
human,human_042,Metaphor,0,lashing at your overcoat,20,20
human,human_042,Story,1,"you've finally reached the end of the path. it's the last door standing between you and the culmination of your quest. you delve deep into your satchel and lift out the heavy, iron key. it clicks gently into the lock, you heave mightily until it gives and you hear a deep, satisfying click. you take a step back as the door swings open in front of you. with one final deep breath you step out of the labyrinth and in to the next chapter of your adventure.",20,20
human,human_042,Story,3,"the blind man stands up and steps confidently towards the bathroom. he knows exactly where to place his feet to avoid the dresser, the lamp, the shoes left just inside the door. though he cannot see he stands in front of the mirror and touches his face, feeling the puffiness in his cheeks, the loose skin on his neck, the uneven stubble on his chin. he's started every day like this and feels like there's no reason to stop now.",30,30
human,human_042,Story,2,"the bridge has been down for weeks. the meltwater is keeping the river level too high to ford and reports say it's like this for miles both up and down the valley. you're a strong swimmer but the water is too fast, too tumultuous, far too dangerous even to consider. you wonder how you'll ever cross to the other side.",20,20
human,human_042,Story,0,"the author looked at the blank paper. a new story to write, a whole new world to create. she looked out the window at the children playing in the park, at the litter blowing in the street, at the sun glinting off the puddles left by yesterday's rain. she picked up her pen and began to write.",20,20
human,human_042,Story,4,"""the shoe is on the other foot now"" yells your nemesis from across the way. ""you talk the talk, but can you walk the walk?"" he seems to speak only in cliches, relishing having your full attention. you shake your head mournfully as he poses dramatically in front of you. the path that lead you to this situation is a long and confusing one. you sigh and think back to how it began just 5 weeks ago.",25,25
human,human_044,Metaphor,6,a supernova,20,20
human,human_044,Metaphor,1,like cotton,15,15
human,human_044,Metaphor,8,a black hole,25,25
human,human_044,Metaphor,3,like your soul,20,20
human,human_044,Story,0,"i have been asked to write a story, a short story in particular. i do not know what to write but i will imagine i have pen and paper and will come up with the most original story. staring at the blank page, still nothing comes to mind, looking at the clock racing down to 0",20,20
human,human_045,Metaphor,8,as dark as a deep cave,15,15
human,human_045,Metaphor,0,it blows like a leafblower,20,20
human,human_045,Metaphor,6,AS bright as the sun,10,10
human,human_044,Story,4,"i love walking. getting up early in the morning, putting my shoes on and just go for a walk. no predetermined route, just pick up a path and follow it until i get tired. best feeling in the world, walking and being in nature.",15,15
human,human_044,Story,1,"it is pouring outside. just came home form work and i cannot open the door. i keep on trying the key but the door just would not open. i despair, do not know what to do, there is nobody around. suddenly the door opens and an old woman starts screaming who are you and what are you doing at my door?",25,25
human,human_044,Story,2,"crossing the river is too easy using the bridge. i am not that kind of person and i decide that i will swim across. got into the river, feels cold but i start swimming to the other side. the current is too strong and i cannot keep up, feels like i will not make it, should have used the bridge.",20,20
human,human_044,Story,3,"what do you see when you look yourself at the mirror? your face. possibly, but it is much more than that. you are facing your soul, you real self, sometimes an inverted version of yourself.",20,20
human,human_045,Metaphor,1,a soft as a cloud,20,20
human,human_045,Metaphor,3,so clean it is completely transparent,15,15
human,human_045,Story,1,a man was kidnapped one night for seemingly no reason.  he is looked in a room with five doors and 100 keys. he sees a note telling him that he has one hour to find the key to open the one door that opens.,25,25
human,human_045,Story,2,for a long time there are two towns on either side of a river. they both have different produce but can not trade. after many years a man designed the first ever bridge. after years of construction he was the first person to cross,20,20
human,human_046,AUT,0,wall; doorstop; nut cracker; hammer; modern lamp; build a pool,25,25
human,human_046,AUT,3,carrying water; storage; stool; catching rainwater; foot soak; bin; place to put plants; ice bucket,15,15
human,human_045,Story,3,a man was born in a prison and never saw the outside world or his own face. he always dreamed of being able to see his own face and know who he was. one day a friendly warden left a small pocket mirror for him in his cell. the man was eternally gradeful.,25,25
human,human_045,Story,4,a man walked down a long desert road. after a few miles he came across a shoe. and then another shoe. eventually he got to a village and saw a man with no shoes. the man had walked the path for 50 miles until both shoes broke.,25,25
human,human_046,AUT,2,paint stirrer; hair pin; eyebrow pencil; plant holder; bookmark; toothpick,25,25
human,human_046,AUT,4,cleaning cloth; glove; coin holder; board eraser,20,20
human,human_046,AUT,1,book page holder; tape cutter; carving tool; envelope opener; paint mixer; paint palette; wax sculpter; glue spreader,25,25
human,human_045,Story,0,once upon a time a prince lives in a castle and was not allowed to leave. so all he could do was look out of his window and think of adventures. he sat at the window every day with a pen and paper to write down tales of adventure. he dreamed of one day leaving the castle and living out his stories.,20,20
human,human_046,Design,1,a stair lift that will transport them up and down; escalators instead of stairs; hand rails that may help them hold themselves up; ramps to put on the stairs to be able to allow a wheelchair to be used; elevators instead of stairs and that way everyone can use them; a guard there to help those who need assistance,20,20
human,human_046,Design,3,financial incentives for people that will encourage them to use renewable energy sources; accessibility for people to these sources as opposed to the traditional ones; greater learning and access to information; freedom of choice so people do not feel pressured will usually allow a natural lean towards it; make it readily available and equal in cost,25,25
human,human_046,Design,2,congestion charges that may encourage people to drive less and use public transport; cheaper train and bus prices so people naturally choose public transport; pedestrianizing major public areas; cycle schemes that allow people a cost effective alternative; invest in developing public transport so it is more effective; traffic war,25,25
human,human_046,SCTT,0,A dark cloud is expanding and blocking them; something terrible is happening and the world is coming to an end; the light pollution is growing rapidly; there is a large aircraft blocking them; there is debris in the sky; a smoke cloud that is so dark it is not visible is blocking them from view,20,20
human,human_046,Metaphor,3,gleaming like a big smile,25,25
human,human_046,Metaphor,6,blinding like the sun,15,15
human,human_046,Design,4,wells that people could have access to; trains/pulley systems that could transport the water from other areas; drop off via aeroplanes and small aircrafts to the remote areas; long piping systems to transport the water from one place to another; underground digging to try and find a water source; if they are near an ocean then a purifying system; a purifier that could clean,20,20
human,human_046,Metaphor,1,the soft pillow is comforting like a cloud,20,20
human,human_046,SCTT,1,"one of them is a natural spring; the sun rays in that area are stronger than the other; someone has urinated in the warmer lake; someone has poured hot water in the warmer lake; the colder one has an ice source that we cannot see; the warmer lake is directly in the sun, more so than the other; my body temperature has changed; the thermometer im using is faulty",20,20
human,human_046,Design,0,"flash cards in places in the home that they go to often, to jog their memory; cue words that may be associated with memories and could jog them; visual aids and imagery that could keep their memories active every day; brain training and exercises to help develop and retain new memories; games that could exercise their brains and maybe help in the long term",25,25
human,human_046,Metaphor,0,the strong wind is harsh like a slap.,20,20
human,human_046,SCTT,2,"how does it learn and retain information?; what human behaviour is it studying and learning from?; does it have feelings?; is it autonomous or reliant on human direction; is it dangerous; does it feel emotion and if so, which ones?; is it capable of causing harm?; what does it think it could be most useful for?; does it consider humans to be superior or does it consider itself our equal?",25,25
human,human_046,SCTT,3,is it safe?; is there life there?; has anyone else ever come here?; can I breathe without a mask there?; is there danger?; how long can I stay here without getting sick?>; Is there water there?; would we be able to stay long term?; can i communicate with earth from here?; can life survive here?,15,15
human,human_046,Story,2,the forest was ablaze with fire and the young man ran. he came across a bridge over the river and felt safer. he had to try and decide whether it made more sense to cross or to stay on the current side. it seemed like an impossible decision.,20,20
human,human_047,AUT,0,Paper Weight; Weapon; Kitchen Weight; Flower Pot; Fish Tank Accessory,25,25
human,human_047,AUT,1,Dart; Mirror,20,20
human,human_046,Story,4,the little boy with one shoe walked towards the school. the path was covered with snow and his foot was cold. the walk was long but he couldn't turn back. he had to get to school for the test.,15,15
human,human_046,Story,0,a young girl was walking through the forest. she looked down and noticed a pen and paper on the ground. she suddenly felt the urge to write a note. so she simply wrote 'have a good day whoever sees this'. she put it back on the ground and went on her way.,20,20
human,human_046,Story,1,i could smell smoke in the middle of the night and jumped out of bed. i ran to the door to open it but it was locked. i panicked and ran to find the key but couldn't. the fire engulfed me and i burned to death.,20,20
human,human_046,Metaphor,8,scary as a ghost on halloween,20,20
human,human_047,AUT,4,Golf Club Protector; Rag; Cat Toy; Hiding place,25,25
human,human_046,SCTT,4,how do they communicate?; can they lipread?; do they use sign language?; how do they signal danger?; are they hostile?; are they afraid of us?; why do they not communicate verbally?; have they always been non verbal?; does this apply to every person?; are they open to becoming verbal?; do they understand when others speak?; have they tried it and failed?; would they refuse to try?,20,20
human,human_047,AUT,3,Sand Castle Mold; Seat; Watering Can; Flower Pot; Toilet,25,25
human,human_047,AUT,2,Magic Wand; Dart; Level; Knife,20,20
human,human_046,Story,3,the evil witch tied up the beautiful princess and began the spell. she used the mirror and put it in front of her face. she began the incantation and began to see her beauty fade. it flew up in the air towards the evil witch and transformed her into a beauty again. the princess passed away.,25,25
human,human_047,Metaphor,6,the sun in my livingroom,20,20
human,human_047,Design,3,"Allow people to sell energy to the energy companies; Tax credits for using renewable energy; Tax credits for buying wind turbines, solar panels, etc; Make solar flowers cheaper for residential neighborhoods/houses",30,30
human,human_047,Metaphor,0,My uncles fart,10,10
human,human_047,Design,0,"A device that records every conversation you have and auto remembers important dates, times, etc; Glasses that record everything you do and lists important dates, times, activities on a companion app; A journal they take with them to write down important stuff",30,30
human,human_047,Design,1,Chair that goes up the side of the stairs; Wheelchair with spider legs that can climb stairs; Stairs that have the ability to flatten into a ramp; A wench at the top that can pull a wheelchair up the stairs,30,30
human,human_047,Design,4,Filtration Straws; Desalinator device to remove salt from Oceans; Well digging device; Trucks to gather more water at remote wells for the communi,25,25
human,human_047,Design,2,"Make more trains to go to major cities; Tax credit bus fees, train fees, etc; Build more tunnels",20,20
human,human_047,Metaphor,3,a diamond in the rough,25,25
human,human_047,Metaphor,1,a puffy cloud in the sky.,25,25
human,human_047,SCTT,1,Trees blocking sunlight to the colder lake; Algae or something on the surface blocking sunlight to the colder lake; The warmer lake has more people swimming in it (Body heat),25,25
human,human_047,SCTT,0,Unseen cloud movement; Light pollution; Black Hole; Not stars but airplanes; Not stars but satellites being turned off,20,20
human,human_047,Metaphor,8,a prison cell,20,20
human,human_047,Story,1,i often struggle with my keys whenever i get to my door. i have way too many keys on my key ring. i guess i've just been collecting them for a long time. i don't even know what half of them open. i guess one of these days i will have to remove each key one by one so i know which door each one opens.,20,20
human,human_047,SCTT,2,What has the robot done in the past to prove this?; How does it learn?; What kind of 'brain' does the robot have?; Can the robots communicate in any way?; What is it physically capable of?; How do we train it?,20,20
human,human_047,SCTT,4,How do they communicate?; Is it a physical issue that prevents them from communicating verbally?; Can they read?; Can they make any sounds?; How many people are there?; Do they respond to our sounds?,20,20
human,human_047,SCTT,3,Can I breathe here?; Do beings exist on this planet?; What are the elements of the air?; How long has this place existed?; Could humans live here?; How long did it take to get here?; How large is the planet?; Is there water?,20,20
human,human_047,Story,0,"my english teacher tasked me with writing a very unique short story in her class last week. all we got was a pen, paper, and instructions to write. so write we did. the entire class was so enthralled in the assignment that nobody said a word for the entire hour long class. you could hear a pin drop in there.",20,20
human,human_047,Story,3,i've made a new years resolution to remove each and every mirror in my house because i have found myself spending way too much time looking at my face to see what i looked like every morning. it was simply becoming too toxic and it was getting bad for my mental health. i find myself comparing myself to celebrities and getting depressed.,20,20
human,human_048,AUT,1,Edgy back pocket accessory; Can opener with free visit to urgent care; Use as a stak for outdoor christmas lights,25,25
human,human_047,Story,4,"each morning before work i always go for a walk around my neighborhood for some early morning exercise. but yesterday i decided to take a shortcut through some woods i have never been though before. i saw a small path through the woods and decided to explore, but i got caught it some mud and lost my shoe.",20,20
human,human_048,AUT,0,Rustic paperweight; Boho door stop; Visual for class about updating your devices in a timely fashion; Visual when explaining to one's parents why they cannot activate their HTC hero,25,25
human,human_048,AUT,2,Birthday gift for the minimalist who has nothing; Chew toy for an annoying dog; Nose ring grunge Resurgence,30,30
human,human_048,AUT,3,Dual vomit or flip n sit addition to any home; Vintage champagne bucket,25,25
human,human_048,Design,3,Free puppy with every windmill; A device that shuts every other transformer in a major city; Taylor Swift record that only plays on wind powered devices,20,20
human,human_048,Design,1,Digital voice assistant guides every step and offers reassuring commentary; A just in case stair chair pops out at the push of a button; A trained,25,25
human,human_048,Design,4,Robot army delivers fresh water to remote areas; Filtration system that runs on invasive weeds,35,35
human,human_047,Story,2,the other day my buddy and i went hiking through this new forest we've never explored. we got to this huge river with no bridge but we just had to cross it and see what was on the other side. our curious nature was going to be the death of us but we did build a small bridge with large stones and eventually got ton the other side.,20,20
human,human_048,AUT,4,For use as a filter on a vacuum cleaner when wanting to retrieve something precious; You see a sock with a hole in it I see one half of a cool wristband; One time cleaning rag for especially foul situations,25,25
human,human_048,Metaphor,8,Like a hitchhiker you should keep passing,30,30
human,human_048,Design,0,Electric shock collar with remote; Biodegradable Post-It notes that stand up to shower steam; Digital photo book with words and illustrations; Reward dispenser,20,20
human,human_048,Metaphor,1,Is like a breath of fresh air,20,20
human,human_048,Design,2,Bus passes mailed to every resident; Put apartment buildings in the middle of all major roads,20,20
human,human_048,Metaphor,0,Blowing me around like a politician at a rally,30,30
human,human_048,Metaphor,6,A ray of sunshine for this dark room,20,20
human,human_048,SCTT,4,Years ago there was a shipwreck involving monks who had taken a vowel of silence; Could there be dominant gene for deafness,20,20
human,human_048,SCTT,2,Do you have the capacity for boredom?; Was the robot programmed for this or did the robot exceed its limitations on its own accord?,25,25
human,human_048,SCTT,1,The water in the warmer lake is more shallow due to a large amount of cars at the bottom; The warmer lake is due to kids urinating in the water,20,20
human,human_048,SCTT,3,How's the water?; How is the outside temperature?; How close are we to the sun?; How much oxygen are we talking about in this atmosphere?; What's for dinner?; What is the Wi-Fi password here?; Is anyone else inhabiting,10,10
human,human_048,Story,4,against his better judgment he decided to walk the path wearing only one shoe. as he stepped on another rock he wondered how exactly was this tik tok trend was benefiting the fight against parkinson's. he had only just recovered from the last fundraiser which involved eating shellfish. he was allergic to shellfish and thinking about limiting his time on social media. he saw another person on the path wearing only one shoe and try to guess their size.,25,25
human,human_048,Story,2,everyone has a cross to bear. just like that bridge over the river with its non-stop passengers. the bridge must endure and not fail. the bridge takes its job as seriously as they will let it.,25,25
human,human_048,SCTT,0,A slow moving storm system is entering the area; I am experiencing a rare food allergy that affects my vision; It is simply the time for these stars as all stars eventually die,25,25
human,human_048,Story,1,. how did you get in my house he asked with alarm sitting down some groceries. his mom replied that she had a key to the place and came in through the front door. he said but i changed the locks and went with a keypad. she said yes but you used your house number for the code. she added that he should really improve his home security measures.,20,20
human,human_048,Story,3,"do you have a mirror i can borrow, i want to check my face before we go in.

i do but it's on the charger.

why is your compact on a charger? is it smart?

it's very smart but  i'm worried that it is colluding with my smart washer and dryer.

i see.",30,30
human,human_049,AUT,1,Use it to stab; use it to cut; use it to hold a piece of paper to the wall like a tack; use the flat side as a straight edge to draw lines; rub it against rocks to create sparks and start a fire; use it as a mirror to check yourself out.; use it to trim the dead ends off hair,25,25
human,human_048,Story,0,"a paper hat drifted down the street on a windy day. nearby a pen of sheep bah'd to each other. i stopped and looked around. i wondered, did i write down the address properly? i looked around for the waffle house but only saw more sheep",30,30
human,human_049,AUT,2,"Use it to write; it is to erase; whittle the wood from the pencil into a sculpture; use it as a bookmark to save your page; use it to point to objects.; throw it like a dart; break it in half to release some of your anger; chew on it to reduce stress; use it as a replacement for a dowel; use it to draw; remove the lead, grind it up and use it as a pigment for eye shadow",25,25
human,human_049,AUT,4,"wear on your feet; turn into a sock puppet; use as a bandage; cut off the bottom and use as a male dog diaper; Put over a dogs leg cast so they are less likely to bite at it.; tie the ends together and wear as a hairband; put over your hand, wet it slightly and use as a way to remove pet fur from furnature; put over the base of a swiffer and use as a disposible way to clean",35,35
human,human_049,AUT,3,use it to transport water; use it to transport solids like rocks; turn it upside down and bang on it like a drum; use it as a planter; connect a string to the bottom of it and a can to the other side to make it the loud part of a can telephone; turn it into a house for a hampster; use it to make a sandcastle; use it as a pie crust cutter to make perfectly round pies; ise,25,25
human,human_049,Design,0,lists; apps; smart glasses with AR; tie a string around your finger; alarms on your phone; smart calendar; wearables like an apple watch; have someone tell them; have a friend call them on the phone with reminders; post it notes around the house,15,15
human,human_049,Design,4,have clean water flown in; give everyone lifestraws; invest in water treatment plants; give free britas; create pipes to remote areas that come from lakes,20,20
human,human_049,AUT,0,"throwing object; build part of a wall; fill the holes in the brick with dirt and use it as a planter; break up pieces of brick and use it as an abrasive.; add pieces of broken up brick to your bodywash to use an an exfoliant; break off pieces of the brick, grind it to a fine duand mix it with water to make a paint pi",30,30
human,human_049,Metaphor,0,Like a deamons breath,20,20
